"207359367014653952","volvo group secures central role swedish chinese road safety research g teborg sweden business wire","0","1"
"208326294008635394","man engine repair broward dade monroe south florida man volvo certified caterpillar technicians","0","0"
"208347215188594688","2015 volvo xc90 comes focus rumors volvo already released several sketches 2015 xc90 ne","0","0"
"208424516223909890","hvac blower motor volvo c70 98 99 00 01 02 03 04 tyc 700163 9171429 5 ebay","0","0"
"208442955919396864","telegraph comment sing winning uk proud lads ianwalker","0","0"
"208494728860282882","geneva motor show 2012 confirmation new volvo v40 teaser volvo announced introduce new v40","0","0"
"208514693743120385","new volvo s60 driving la via","0","0"
"208533886869848064","added video playlist volvo s40 tuning compilation","0","0"
"208646302618222593","volvo flat battery not jump start reason","0","0"
"208680402309750786","highschooltweets paul use volvo tonight","0","0"
"208740204683591682","finished first day charge fiery death delivered volvo wagons ironically","0","0"
"208741353914507264","rt rt ya strong opinions cars notabmw lt thoughts volvo lt lt black","0","0"
"208887575765729280","vor four way fight closest ever volvo ocean race","0","0"
"208986947216080896","new suv added 2007 volvo xc90 added suv inventory available purchase","0","0"
"209000289288732673","rt safety people core value volvo please support national click ticket campaign","0","0"
"209004366173184000","found 1999 volvo giant subwoofer 2500 mine please","0","0"
"209078064263593986","sale inno ar roof rack crossbar system 2001 2006 volvo v70 price","0","0"
"209157676360417281","car guide volvo s60 set take m3 never heard polestar probably","0","0"
"209159421937463296","volvo adventure team paraguay construct model ideal eco community look like","1","1"
"209341026169655296","dad told first trip volvo lake tahoeeee","0","0"
"209377344648003584","lol went craic open volvo half missing lol hows grouse somebodybeatmetoit","0","0"
"209420994740359169","wallmonkeys peel stick wall decals volvo n10 truck crane belgian army 60 w x 40 h removable gr","0","0"
"209441800568569856","sinking titanic things tony abbott blames carbon tax","0","2"
"209448584893046784","want volvo party","0","0"
"209452230418509824","think squadron flying pigs fuelled ready take","1","1"
"209561402774536192","volvo ocean race set raft changes boats teams route bid appease sailors sponsors","0","2"
"209571473822720000","latest video volvo trucks uk features operator collins earthworks fh16 700 xxl","2","3"
"209581098525655041","major changes volvo ocean race set announced next month including smaller boats smaller teams shorter route","0","2"
"209653757645029376","news volvo rents buys camrus development cranes","0","0"
"209739019473530880","added video playlist nurburgring bmw e30 325i vs volvo s60 lap1 12 09","0","0"
"209771605004517376","edward cullen drives away angrily volvo","0","1"
"209865419014676480","ha lol listening music never took nap thanks","0","0"
"209885850920681472","bonnet volvo duluxdogspotted","0","2"
"209938324520046592","service repair mot makes specialise volvo toyota dealership service fraction price pls follow rt","0","1"
"209988366635245569","central electronic module good morning little help assistance regarding 2000 volvo s80 clim","0","0"
"210037838446739456","see mean makes larry volvo look toy","0","0"
"210066863042994176","regarding previous tweet got ta volvo wagon let us pack bitch","0","0"
"210075394248949761","damn thats cheap paid 30 try change volvo not help","0","0"
"210090057569280000","well done makhaya ntini winner volvo big drive epic show","0","6"
"210103223481151488","busy weekend sold lovely volvo v40 land rover ford focus vectra pug check site new stock keeps coming","0","0"
"210158535324078081","wife thinks going 2 gym anyway b behind teal volvo xo","232","127"
"210228402467254272","good morning announcing winner volvo morning good luck finalists","0","0"
"210331464905142273","especially driving mums volvo smug people outside cafe watching expecting worse nail sucker","0","0"
"210375018247499778","check us twitter videos tweet guys paulonthemove","1","2"
"210431465488531456","2012 ford taurus newmarket volvo via paul shows 2012 ford taurus http","0","1"
"210456224465031168","new sedan added 2002 volvo s60 added sedan inventory available purchase","0","0"
"210469423952302082","happened volvo","0","0"
"210477317640814593","bmw pimpmy volvo convertible good year round 2012 bmw 328i convertible starting retail pric","0","0"
"210506732277989376","technology prevent car accidents technology changing aspects automobile instance volvo","0","0"
"210606455462703106","2009 volvo vnl64t670 heavy duty trucks","0","25"
"210652245287649281","volvo aint got shit dis whip","0","0"
"210652731801735168","volvo ocean race 10 questions skippers mike sanderson team sanya volvooceanrace","0","0"
"210704921534799872","volvo always pretty good acceleration like 0 100 7 8 secs","0","0"
"210744750674948096","im not kidding no traffic volvo not stopped second","0","0"
"210794977448562691","video volvo teases m3 fighting s60 polestar ahead race debut auto news","0","0"
