175316200786624512,shakira,EN
187490024105844736,Sheilambv,ES
191562838828003328,NoticiasCaracol,ES
191681799003443200,RetweetTheSongs,EN
194461036953346048,shakira,ES
198142620592128000,Doritos_MX,ES
198620154706411520,LocooPorShakira,ES
202125753884753920,shakira,ES
204600001987489793,shakira,EN
205357301815709698,LuciaMelaPrieto,ES
207967870951497729,shakira,ES
208023078792470529,UntameLaNutella,ES
208125541155475456,toCarlos_huevos,ES
208319167869370371,JosemiMercury,ES
208323055666216960,Naty_Polanco,EN
208335370486685696,TrampintheScene,EN
208337316639547393,PSORICH_,ES
208343966976974848,LucianoMariscal,ES
208364639891890176,LagrimaDePayaso,ES
208408393315139584,oliverterrones,ES
208422897205784576,_rosariosoto,ES
208431692652883968,Gitsegukladude,EN
208433528042565632,ShakiraNewsmx,ES
208435501101883392,willmandarriaor,ES
208438258391187457,caroOolin3,ES
208446293033496576,Geranhuns,ES
208474315195297793,sukriramadani,EN
208491847381815297,WakaWakaStyle,ES
208512378587975680,YesiCabrales1,ES
208515402584686592,Thekindlescom,EN
208517269045776384,CriistyGonzalez,ES
208518959354486784,BoyLovaticBen,EN
208534172103491587,RadioTeddyMusic,EN
208538970366279680,AngelEduJr,ES
208553327498240003,djnovajade,EN
208559665062227968,OrdenSanzera,ES
208561198185185280,Matttneuf,ES
208564874396180480,DanaLangman,ES
208588502135341056,shakira,ES
208589276848467968,SophiaAyana,EN
208591770186027009,cfshakirabogota,ES
208594792358232064,PailaLeaks,ES
208595304092680196,SlamFMCharts,EN
208604032430903296,BruciXSpears,EN
208605471072980992,Bieber_India,EN
208605628049006595,JesusElMesias_,ES
208608553894817792,flygirl0310,EN
208614908244410368,x_Shannonbrown,EN
208626992021647360,CigarroEncndido,ES
208630204866895874,SheisMineMiley,ES
208632566276825088,Jo_shak,EN
208642552927232001,LasCaderasTabas,ES
208649234445111296,ChrisCiro,ES
208653164486983680,Jose19MR,ES
208658191192567810,CantbeCZER,EN
208662970782330880,SixtoSixPromoti,EN
208666179202584576,Kikin_MX,ES
208675738226917376,lvaroeh,ES
208676434502352896,schmulloree,EN
208684198171656192,burgosmrtn,ES
208690623841173507,BrunaBorborema1,ES
208694700671111169,mamssony,ES
208699368948244480,Yveva,EN
208700694335733760,ERNCARO,ES
208710353352273920,h3ll0_,EN
208715693179404288,THIS_IS_SPARGER,EN
208715714570362881,ShakiraMega,ES
208719405910212608,AlohaAlee,ES
208725562385104896,PuntaBrown,ES
208733070197653504,shakylocaloca,ES
208744705184366594,LaauraTortelli,ES
208746697717850112,EthelSO,ES
208747262006927360,BBerryBlog,ES
208763873162043392,dmarquezalarcon,ES
208774560236044289,puyyi_LadyT,ES
208775076152229888,ADRIANALASHARK,ES
208782198063636481,LuisAlfredoSam,ES
208787868775235584,anabelpadilla,ES
208791228400140288,maddyhansen421,EN
208796039254253569,maddyhansen421,EN
208797939290742784,ThatKidJasmine,EN
208823453241978882,SofiaVp,EN
208827723047641088,landies805,EN
208847620813242368,piita_delgado,ES
208853132132884481,Johnshinne,ES
208855720018452480,ElKayoteTheShow,EN
208860518298030080,haguayo,ES
208860766256893952,Quien,ES
208877179642183681,jelen_melen,ES
208884992057671680,jujuperalta,EN
208885889651318785,sthamzinclyde,EN
208897224392978432,DewBelieber,ES
208905086980718592,PeterMPoland,EN
208905271521722369,ShakiraDevocion,ES
208920940539674624,HolyHate,ES
208923039054835712,shakira,EN
208927767297933312,gobiernoespa,ES
208927778144391168,ShakiraDevocion,ES
208928252130099200,MaLeFiCaH,ES
208928805769838592,iLovinHim,ES
208935055291203586,KatrielaV,ES
208935596348026882,maxilegnani,ES
208935986409906176,Lauracruzda,ES
208936389050503168,alecabal,ES
208938055170654209,SancadillaNorte,ES
208942479188295682,Shakira_LQAM,ES
208946770586247168,JohnNieve,ES
208946925171519488,AJuliet,ES
208951660519768066,silvanaoropeza,ES
208951840883216385,RadioLatina971,ES
208959042494808064,JUANITOXSPONCE,ES
208960426640277505,olguitapaty,ES
208965531095666688,shakiraright,EN
208966353158279171,DanielaDiF,ES
208969339783745536,comoestaelmund0,ES
208972338451058690,Jose_Ferrer_,ES
208972837560655872,LushoDuart,EN
208973932303364096,albasilva95,ES
208976205603549184,MeLlamoLizzo,EN
208976822141059072,follow_vid,EN
208976822141067264,follow_vid,EN
208976822141071360,follow_vid,EN
208976822145253377,follow_vid,EN
208976822145257472,follow_vid,EN
208988633334693889,EZRAAZURI,ES
209001751276298240,RATED_Rxoxo,EN
209002755543674880,alejo_weasley,ES
209002931683471360,AlexisSnickers,EN
209005142115225600,jlrubio9,ES
209006081626734593,jezziwallz,ES
209008686293721089,j0ohnnatann,ES
209010439508594689,Luisi1011,ES
209014176620871680,HeyLittleCarla,ES
209014440883003392,temariskater,ES
209016001134723072,follow_vid,EN
209016001134739457,follow_vid,EN
209016001138925568,follow_vid,EN
209016001164095488,follow_vid,EN
209016001168293888,follow_vid,EN
209016001172471810,follow_vid,EN
209016001172475904,follow_vid,EN
209018110907383812,JuanFBlanco,ES
209022124839538688,LasCaderasTabas,ES
209022946902147072,PablOVhdz,ES
209026512060551168,radio_inside,EN
209029401973751808,ShakiraPasion,ES
209031314538639360,JonjoCaton,EN
209033977934258176,Delvezzy,EN
209034464460935169,janinlu23,ES
209034632258256896,psoriano24,EN
209043364774027265,RobynBruce,EN
209048871899377665,Doryhect,ES
209053062604652546,SoloMinecraft24,ES
209055750570512384,WesleyNT,ES
209067435918229505,TheChelAnderson,EN
209071055602585600,giseelgonzalez,ES
209071739278331907,EdsonCambron,ES
209097534226964480,DJTamisha,ES
209098623336726528,tipographo,ES
209101061636620290,CristobalRozas,ES
