"tweet_id"	"author"	"entity_id"	"tweet_url"	"language"	"timestamp"	"urls"	"extended_urls"	"md5_extended_urls"
"﻿220656763421204480"	"EnriqueIg_Fans"	"RL2013D04E169"	"https://twitter.com/EnriqueIg_Fans/status/﻿220656763421204480"	"EN"	"1341443646"	"http://t.co/bc4eQzGl"	"http://t.co/bc4eQzGl"	"861916c530fa2938cdea955793dffb12"
"220785339831287808"	"DiddyNews"	"RL2013D04E169"	"https://twitter.com/DiddyNews/status/220785339831287808"	"EN"	"1341474301"	"http://t.co/XU8tP3WO"	"http://www.mtvquotes.com/j-lo%E2%80%99s-amazing-performance-of-%E2%80%98goin%E2%80%99-in%E2%80%99-on-american-idol/"	"2b0d302d00e3ac322b20499b800df008"
"220785344017207298"	"The_Wanted_News"	"RL2013D04E169"	"https://twitter.com/The_Wanted_News/status/220785344017207298"	"EN"	"1341474302"	"http://t.co/XU8tP3WO"	"http://www.mtvquotes.com/j-lo%E2%80%99s-amazing-performance-of-%E2%80%98goin%E2%80%99-in%E2%80%99-on-american-idol/"	"2b0d302d00e3ac322b20499b800df008"
"220805598281871360"	"The_RealDYL"	"RL2013D04E169"	"https://twitter.com/The_RealDYL/status/220805598281871360"	"EN"	"1341479131"	""	""	""
"220809318667264001"	"CoolCoupon"	"RL2013D04E169"	"https://twitter.com/CoolCoupon/status/220809318667264001"	"EN"	"1341480018"	"http://t.co/COvqUC6N,http://t.co/PyErNuEa"	"http://2bestprice.info,http://adf.ly/ANbn0"	"f2d827b708af60bc209e2753d9517f9a,18c205f2ada88c55196ccac530ba9d33"
"220840478118125570"	"bungamwali"	"RL2013D04E169"	"https://twitter.com/bungamwali/status/220840478118125570"	"EN"	"1341487447"	""	""	""
"220841702888439808"	"Jessica_Jlover"	"RL2013D04E169"	"https://twitter.com/Jessica_Jlover/status/220841702888439808"	"EN"	"1341487739"	""	""	""
"220848707342577665"	"ShalinaJ"	"RL2013D04E169"	"https://twitter.com/ShalinaJ/status/220848707342577665"	"EN"	"1341489409"	""	""	""
"220850401845583873"	"AnastasiaCostes"	"RL2013D04E169"	"https://twitter.com/AnastasiaCostes/status/220850401845583873"	"EN"	"1341489813"	"http://t.co/55zUpuZc"	"http://www.youtube.com/watch?v=t4H_Zoh7G5A&feature=youtu.be"	"dee9850843fca0148ad3257685f4bace"
"220863592931655680"	"ionut127"	"RL2013D04E169"	"https://twitter.com/ionut127/status/220863592931655680"	"ES"	"1341492958"	""	""	""
"220864435990970368"	"Sagharlorestani"	"RL2013D04E169"	"https://twitter.com/Sagharlorestani/status/220864435990970368"	"EN"	"1341493159"	"http://t.co/W0eCy9Gi"	"http://www.youtube.com/watch?v=IgLcQmlN2Xg&sns=tw"	"f199b1f4d74826311cbdf1d2ad763dff"
"220867619463499777"	"mikahastuti"	"RL2013D04E169"	"https://twitter.com/mikahastuti/status/220867619463499777"	"EN"	"1341493918"	""	""	""
"220869011976634369"	"rateometer"	"RL2013D04E169"	"https://twitter.com/rateometer/status/220869011976634369"	"EN"	"1341494250"	"http://t.co/GV8D3nxi"	"http://gossip.rateometer.com/jennifer-lopez-bikinis-with-a-shirtless-casper-smart-and-the-twins-in-brazil-photos/"	"9454d4c3816a3355b5ba888637f03e8a"
"220869624365989889"	"BadKidAdrian"	"RL2013D04E169"	"https://twitter.com/BadKidAdrian/status/220869624365989889"	"EN"	"1341494396"	""	""	""
"220897646506807296"	"FanBookOne"	"RL2013D04E169"	"https://twitter.com/FanBookOne/status/220897646506807296"	"ES"	"1341501077"	"http://t.co/7MSRkxua"	"http://fanbookone.appspot.com/"	"556713c91cafca3f80873854af74a46d"
"220903132627091456"	"ahorasuena"	"RL2013D04E169"	"https://twitter.com/ahorasuena/status/220903132627091456"	"ES"	"1341502385"	""	""	""
"220904906842845186"	"nicolasmost"	"RL2013D04E169"	"https://twitter.com/nicolasmost/status/220904906842845186"	"ES"	"1341502808"	"http://t.co/p7ewQkwx"	"http://www.youtube.com/watch?v=nRzxmDXIfug&feature=youtu.be"	"fcb2e3c3d2a1efcb1fa8169ee79a5950"
"220921113646084098"	"Hattie_kent"	"RL2013D04E169"	"https://twitter.com/Hattie_kent/status/220921113646084098"	"EN"	"1341506672"	""	""	""
"220936401875771393"	"Deycall_memike"	"RL2013D04E169"	"https://twitter.com/Deycall_memike/status/220936401875771393"	"EN"	"1341510317"	""	""	""
"220940403237597184"	"maraah_sil"	"RL2013D04E169"	"https://twitter.com/maraah_sil/status/220940403237597184"	"ES"	"1341511271"	""	""	""
"220942059979288577"	"RismaKuswanti"	"RL2013D04E169"	"https://twitter.com/RismaKuswanti/status/220942059979288577"	"EN"	"1341511666"	""	""	""
"220947399340855297"	"ederlogu"	"RL2013D04E169"	"https://twitter.com/ederlogu/status/220947399340855297"	"ES"	"1341512939"	""	""	""
"220983927517622272"	"JahzzelMelo"	"RL2013D04E169"	"https://twitter.com/JahzzelMelo/status/220983927517622272"	"ES"	"1341521648"	""	""	""
"220985873666289664"	"UnJourUnSac"	"RL2013D04E169"	"https://twitter.com/UnJourUnSac/status/220985873666289664"	"EN"	"1341522112"	"http://t.co/eja0eUGg"	"http://www.purseblog.com/celebrities/the-many-bags-of-jennifer-lopez.html?utm_source=twitterfeed&utm_medium=twitter&utm_campaign=Feed%3A+purseblog+%28PurseBlog%29"	"7e6aec38a4e0cce29aed1a4ac159abba"
"220987303936536576"	"MuhamadSaati"	"RL2013D04E169"	"https://twitter.com/MuhamadSaati/status/220987303936536576"	"EN"	"1341522453"	""	""	""
"220994887233978369"	"domyork62"	"RL2013D04E169"	"https://twitter.com/domyork62/status/220994887233978369"	"ES"	"1341524261"	"http://t.co/rGdkgdN7"	"http://www.facebook.com/photo.php?pid=1134805&l=c25d2d9d56&id=100000961338444"	"31b6aa5337a4128bfb0bc3b25c8334f7"
"220995268940808193"	"the69thtoe"	"RL2013D04E169"	"https://twitter.com/the69thtoe/status/220995268940808193"	"EN"	"1341524352"	""	""	""
"220995721925632000"	"domyork62"	"RL2013D04E169"	"https://twitter.com/domyork62/status/220995721925632000"	"ES"	"1341524460"	"http://t.co/h0eG7hip"	"http://www.facebook.com/photo.php?pid=1134887&l=185807798e&id=100000961338444"	"a74a8333d219f5d6925eddbe9aec978f"
"220998183948521474"	"YiyoDePuey"	"RL2013D04E169"	"https://twitter.com/YiyoDePuey/status/220998183948521474"	"ES"	"1341525047"	""	""	""
"221021953094463489"	"DJMIKESESSIONS"	"RL2013D04E169"	"https://twitter.com/DJMIKESESSIONS/status/221021953094463489"	"EN"	"1341530714"	"http://t.co/pFongady"	"http://www.inflexwetrust.com/2012/07/05/fellas-check-the-pics-jennifer-lopez-showing-off-a-donk-in-a-red-bikini/"	"c0a3568470676a824c7e66c13e1838d0"
"221024176050417664"	"ChiaraOlifer"	"RL2013D04E169"	"https://twitter.com/ChiaraOlifer/status/221024176050417664"	"ES"	"1341531244"	""	""	""
"221043813802717184"	"sacherfakpup7"	"RL2013D04E169"	"https://twitter.com/sacherfakpup7/status/221043813802717184"	"ES"	"1341535926"	""	""	""
"221047949378068480"	"studio26radio"	"RL2013D04E169"	"https://twitter.com/studio26radio/status/221047949378068480"	"EN"	"1341536912"	""	""	""
"221062679777902593"	"i_CameronDiaz"	"RL2013D04E169"	"https://twitter.com/i_CameronDiaz/status/221062679777902593"	"EN"	"1341540424"	"http://t.co/MGIE9EaZ"	"http://newsdigg.net/celebwatch/Cameron_Diaz/2012-oscars-did-jennifer-lopez-have-a-wardrob_3701933216a_Jul2012.html?utm_source=dlvr.it&utm_medium=twitter"	"4182686d0e8125635499ab62d4859b0f"
"221091163296366593"	"678nio"	"RL2013D04E169"	"https://twitter.com/678nio/status/221091163296366593"	"EN"	"1341547215"	"http://t.co/rCK0TINC"	"http://www.youtube.com/watch?v=t4H_Zoh7G5A&feature=youtu.be"	"dee9850843fca0148ad3257685f4bace"
"221091981168881664"	"KingdomMaterial"	"RL2013D04E169"	"https://twitter.com/KingdomMaterial/status/221091981168881664"	"EN"	"1341547410"	""	""	""
"221102852813234177"	"SunshineTalysha"	"RL2013D04E169"	"https://twitter.com/SunshineTalysha/status/221102852813234177"	"EN"	"1341550002"	"http://t.co/SBa8Deko"	"http://www.blogger.com/blogin.g?blogspotURL=http://rebelde-angelique-boyer-c.blogspot.com.es/2012/02/jennifer-lopez-and-her-nipple-made.html"	"2ba62e0acccd3a541ed9841a7f80aaad"
"221133274121109505"	"suesound"	"RL2013D04E169"	"https://twitter.com/suesound/status/221133274121109505"	"EN"	"1341557255"	""	""	""
"221138168869691392"	"TrueKeke"	"RL2013D04E169"	"https://twitter.com/TrueKeke/status/221138168869691392"	"EN"	"1341558422"	""	""	""
"221175854691131393"	"darangrn"	"RL2013D04E169"	"https://twitter.com/darangrn/status/221175854691131393"	"EN"	"1341567407"	""	""	""
"221184817922973696"	"Jonty1990Milnes"	"RL2013D04E169"	"https://twitter.com/Jonty1990Milnes/status/221184817922973696"	"EN"	"1341569544"	""	""	""
"221190211768549377"	"Jonty1990Milnes"	"RL2013D04E169"	"https://twitter.com/Jonty1990Milnes/status/221190211768549377"	"EN"	"1341570830"	""	""	""
"221196868141588480"	"ChrisBreezy_HQ"	"RL2013D04E169"	"https://twitter.com/ChrisBreezy_HQ/status/221196868141588480"	"EN"	"1341572417"	"http://t.co/XU8tP3WO"	"http://www.mtvquotes.com/j-lo%E2%80%99s-amazing-performance-of-%E2%80%98goin%E2%80%99-in%E2%80%99-on-american-idol/"	"2b0d302d00e3ac322b20499b800df008"
"221215134348087297"	"CuteQueenKaty"	"RL2013D04E169"	"https://twitter.com/CuteQueenKaty/status/221215134348087297"	"ES"	"1341576772"	""	""	""
"221215247585902592"	"QuitestHanbags"	"RL2013D04E169"	"https://twitter.com/QuitestHanbags/status/221215247585902592"	"EN"	"1341576799"	"http://t.co/opgbeot9"	"http://thequitesthandbag.com/best-handbags/the-many-bags-of-jennifer-lopez-15/?utm_source=thequitesthandbag.com&utm_medium=twitter"	"21f5c864103acf2e04777e946edc00d1"
"221221375451463682"	"oktaybaran7"	"RL2013D04E169"	"https://twitter.com/oktaybaran7/status/221221375451463682"	"EN"	"1341578260"	"http://t.co/inMJEBjC"	"http://www.youtube.com/watch?v=Xmap94TcDNs&feature=youtu.be"	"9db098d9bc3946680344f0f196f48770"
"221242476990701568"	"BigTymeDreams"	"RL2013D04E169"	"https://twitter.com/BigTymeDreams/status/221242476990701568"	"EN"	"1341583291"	""	""	""
"221251096318971904"	"tourschedule"	"RL2013D04E169"	"https://twitter.com/tourschedule/status/221251096318971904"	"EN"	"1341585346"	"http://t.co/FQIpPCmM"	"http://www.ticketnetwork.com/tix/enrique-iglesias--jennifer-lopez---wisin-y-yandel-7-15-2012-tickets-1885881.aspx?img=249&kbid=2053"	"05457f16c5bc7ab00028390533105874"
"221258516005003264"	"kusjekusjelove"	"RL2013D04E169"	"https://twitter.com/kusjekusjelove/status/221258516005003264"	"ES"	"1341587115"	""	""	""
"221264262209863681"	"_Enigmatic1"	"RL2013D04E169"	"https://twitter.com/_Enigmatic1/status/221264262209863681"	"EN"	"1341588485"	""	""	""
"221322873405575168"	"sarahoga"	"RL2013D04E169"	"https://twitter.com/sarahoga/status/221322873405575168"	"EN"	"1341602459"	""	""	""
"221337478009864192"	"Fi_Dim"	"RL2013D04E169"	"https://twitter.com/Fi_Dim/status/221337478009864192"	"EN"	"1341605941"	"http://t.co/qxtpPisU"	"http://perezhilton.com/2012-07-06-jennifer-lopez-on-the-floor-live-south-america-world-tour?utm_source=twitterfeed&utm_medium=twitter"	"5550fb6cadb14ca588bddf6fee2a376e"
"221340183319154688"	"TIBURONW1"	"RL2013D04E169"	"https://twitter.com/TIBURONW1/status/221340183319154688"	"EN"	"1341606586"	"http://t.co/RtQo8nYs"	"http://www.youtube.com/watch?v=_66jPJVS4JE"	"0f96ce009a98589ba5b9830e9dc92eb3"
"221340325917110273"	"RevolvingSkull"	"RL2013D04E169"	"https://twitter.com/RevolvingSkull/status/221340325917110273"	"EN"	"1341606620"	"http://t.co/vfutRlSI"	"http://www.hollywoodreporter.com/live-feed/jennifer-lopez-abc-family-drama-346102"	"3034e712aa9c8d5fe4d29d201787e9e0"
"221351583445827584"	"PrankstaMaria"	"RL2013D04E169"	"https://twitter.com/PrankstaMaria/status/221351583445827584"	"EN"	"1341609304"	""	""	""
"221353017876807681"	"Breellis09"	"RL2013D04E169"	"https://twitter.com/Breellis09/status/221353017876807681"	"EN"	"1341609646"	""	""	""
"221362220200755200"	"DalvaUbaldo"	"RL2013D04E169"	"https://twitter.com/DalvaUbaldo/status/221362220200755200"	"ES"	"1341611840"	"http://t.co/G4B6wrcA"	"http://www1.folha.uol.com.br/ilustrada/1116309-jennifer-lopez-esta-desenvolvendo-um-seriado-informa-site.shtml?utm_source=twitterfeed&utm_medium=twitter"	"7267826b0460429f6018a13b957be973"
"221362274718326784"	"renda2090"	"RL2013D04E169"	"https://twitter.com/renda2090/status/221362274718326784"	"ES"	"1341611853"	"http://t.co/QM1UpfDk"	"http://www1.folha.uol.com.br/ilustrada/1116309-jennifer-lopez-esta-desenvolvendo-um-seriado-informa-site.shtml?utm_medium=twitter&utm_source=twitterfeed"	"0edabd1588c7bddc678e12613aa71fbc"
"221362308285349889"	"matheulcarvalho"	"RL2013D04E169"	"https://twitter.com/matheulcarvalho/status/221362308285349889"	"ES"	"1341611861"	"http://t.co/aLTYVcOB"	"http://www1.folha.uol.com.br/ilustrada/1116309-jennifer-lopez-esta-desenvolvendo-um-seriado-informa-site.shtml?utm_source=twitterfeed&utm_medium=twitter"	"7267826b0460429f6018a13b957be973"
"221363990201245698"	"TONY_ISLAND"	"RL2013D04E169"	"https://twitter.com/TONY_ISLAND/status/221363990201245698"	"EN"	"1341612262"	"http://t.co/TO4Ve7yB"	"http://www.youtube.com/watch?v=b1eoFGgpabk&feature=youtu.be"	"602766acc4eed283da3d70e77c48d4d2"
"221370516534079489"	"dusakabinn"	"RL2013D04E169"	"https://twitter.com/dusakabinn/status/221370516534079489"	"ES"	"1341613818"	""	""	""
"221379240686387204"	"FernandoCB_"	"RL2013D04E169"	"https://twitter.com/FernandoCB_/status/221379240686387204"	"ES"	"1341615898"	""	""	""
"221379853046390784"	"LyricalSunset"	"RL2013D04E169"	"https://twitter.com/LyricalSunset/status/221379853046390784"	"EN"	"1341616044"	""	""	""
"221383237853913088"	"almabjudunmire"	"RL2013D04E169"	"https://twitter.com/almabjudunmire/status/221383237853913088"	"EN"	"1341616851"	""	""	""
"221392947646709761"	"Jessie_Venturaa"	"RL2013D04E169"	"https://twitter.com/Jessie_Venturaa/status/221392947646709761"	"EN"	"1341619166"	""	""	""
"221394034000797697"	"GotMoBling"	"RL2013D04E169"	"https://twitter.com/GotMoBling/status/221394034000797697"	"EN"	"1341619425"	"http://t.co/uJsuuPcN"	"http://www.reelr.tv/GotMoBling/timeline/Jennifer%20Lopez%20-%20Im%20Into%20You%20feat.%20Lil%20Wayne/"	"93ce624eb6abc8d01e96c538ffad4137"
"221407162163924993"	"MiicaMarconi"	"RL2013D04E169"	"https://twitter.com/MiicaMarconi/status/221407162163924993"	"ES"	"1341622555"	""	""	""
"221413784969940992"	"Cassasoraus"	"RL2013D04E169"	"https://twitter.com/Cassasoraus/status/221413784969940992"	"EN"	"1341624134"	""	""	""
"221420583949312001"	"ritmo96"	"RL2013D04E169"	"https://twitter.com/ritmo96/status/221420583949312001"	"ES"	"1341625755"	"http://t.co/MbL8iLsg"	"http://Ritmo96.com"	"22d1ef90a8eb8f705d5deb2ebb12d53d"
"221435322700005376"	"4uhollywoodnews"	"RL2013D04E169"	"https://twitter.com/4uhollywoodnews/status/221435322700005376"	"EN"	"1341629269"	"http://t.co/7V1IgfSa"	"http://adf.ly/AR4Ch"	"9ce63b5d362f485afed7cae9c83e3fae"
"221436027376644098"	"Inside_Dehome"	"RL2013D04E169"	"https://twitter.com/Inside_Dehome/status/221436027376644098"	"ES"	"1341629437"	""	""	""
"221438896276385792"	"aftershocck"	"RL2013D04E169"	"https://twitter.com/aftershocck/status/221438896276385792"	"ES"	"1341630121"	""	""	""
"221441215697125377"	"celebritybuzzon"	"RL2013D04E169"	"https://twitter.com/celebritybuzzon/status/221441215697125377"	"EN"	"1341630674"	"http://t.co/ceUBURwI"	"http://www.justjared.com/2012/07/06/jennifer-lopez-creating-lesbian-couple-tv-show/"	"afcb6181ff6c1a40011a5050bb202676"
"221444403401732096"	"_its_Liz"	"RL2013D04E169"	"https://twitter.com/_its_Liz/status/221444403401732096"	"EN"	"1341631434"	""	""	""
"221451655323983872"	"SimoneBarry6"	"RL2013D04E169"	"https://twitter.com/SimoneBarry6/status/221451655323983872"	"EN"	"1341633163"	"http://t.co/T63wnBcS"	"http://t.co/T63wnBcS"	"e4bc0beacab2f8d57414c173c74f12f0"
"221456508146290689"	"x_TrillBitch"	"RL2013D04E169"	"https://twitter.com/x_TrillBitch/status/221456508146290689"	"EN"	"1341634320"	""	""	""
"221461948166979584"	"magentaradio"	"RL2013D04E169"	"https://twitter.com/magentaradio/status/221461948166979584"	"EN"	"1341635617"	""	""	""
"221468239614582784"	"_sachek"	"RL2013D04E169"	"https://twitter.com/_sachek/status/221468239614582784"	"EN"	"1341637117"	""	""	""
"221473620919205889"	"JayRamos_xo"	"RL2013D04E169"	"https://twitter.com/JayRamos_xo/status/221473620919205889"	"EN"	"1341638400"	""	""	""
"221526448161300480"	"Think_2_Quote"	"RL2013D04E169"	"https://twitter.com/Think_2_Quote/status/221526448161300480"	"EN"	"1341650995"	"http://t.co/4DHiH19z"	"http://www-quote.blogspot.com.es/2011/03/think-quote-year-01-day-085.html?spref=tw"	"0a17b3f1ddf341df2554a0ef8ee1081a"
"221528713089654785"	"lissangeliz"	"RL2013D04E169"	"https://twitter.com/lissangeliz/status/221528713089654785"	"ES"	"1341651535"	""	""	""
"221576356167819264"	"RobertoMariciu"	"RL2013D04E169"	"https://twitter.com/RobertoMariciu/status/221576356167819264"	"ES"	"1341662894"	"http://t.co/YlGyKGHS"	"http://virgula.uol.com.br/ver/noticia/musica/2012/07/06/303851-jennifer-lopez-vai-produzir-seriado-sobre-casal-de-mulheres-afirma-site?utm_campaign=@JoaoGuilhermed&utm_term=Music&utm_content=Rock&utm_source=twitterfeed"	"4f2346c9b3a51a0426792d9c6f3b391c"
"221581083156824065"	"sbi1021fm"	"RL2013D04E169"	"https://twitter.com/sbi1021fm/status/221581083156824065"	"EN"	"1341664021"	""	""	""
"221600116933533697"	"Kmart_rob"	"RL2013D04E169"	"https://twitter.com/Kmart_rob/status/221600116933533697"	"ES"	"1341668559"	""	""	""
"221607624716722176"	"aidanmcgrath"	"RL2013D04E169"	"https://twitter.com/aidanmcgrath/status/221607624716722176"	"EN"	"1341670349"	""	""	""
"221611286356692993"	"JLo_Beauty"	"RL2013D04E169"	"https://twitter.com/JLo_Beauty/status/221611286356692993"	"EN"	"1341671222"	"http://t.co/fQJqHceW"	"http://www.youtube.com/watch?v=LlBC1Ly95-A&feature=relmfu"	"8936b2bebc0e34886bcd9fc03d2f64b6"
"221625828021256192"	"reytchel"	"RL2013D04E169"	"https://twitter.com/reytchel/status/221625828021256192"	"ES"	"1341674689"	"http://t.co/YZPJVaUi"	"http://www.vevo.com/watch/jennifer-lopez/papi/USUV71101382"	"78eac15838b15c193727f6633d10083f"
"221627996442853377"	"jsanchezBLUjay"	"RL2013D04E169"	"https://twitter.com/jsanchezBLUjay/status/221627996442853377"	"EN"	"1341675206"	""	""	""
"221633159635283968"	"PINKZ_QUOTES"	"RL2013D04E169"	"https://twitter.com/PINKZ_QUOTES/status/221633159635283968"	"EN"	"1341676437"	""	""	""
"221659176923963392"	"deerifqaa"	"RL2013D04E169"	"https://twitter.com/deerifqaa/status/221659176923963392"	"ES"	"1341682640"	""	""	""
