"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"158271806778781697"	"g_jirado"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"205817136063582208"	"Toyota"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Charity"	"MILDLY_IMPORTANT"
"207139538001330177"	"Toyota_Peru"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Test Drive"	"MILDLY_IMPORTANT"
"208332400915255296"	"facebookmrktng"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Customer service"	"MILDLY_IMPORTANT"
"208336398066008064"	"PriorityToyota"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Commercials"	"MILDLY_IMPORTANT"
"208336402260299776"	"mdrtoyota"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Customer service"	"MILDLY_IMPORTANT"
"208347471036952576"	"lithiamedtoy"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Toyota Prius"	"MILDLY_IMPORTANT"
"208405046256353280"	"MeninaLorenaa"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Good comments"	"UNIMPORTANT"
"208406900151304193"	"TaeSoPetty"	"RL2013D01E005"	"RELATED"	"NEUTRAL"	"Funny comments"	"UNIMPORTANT"
"208416287976734720"	"theafcdotcom"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Sponsor"	"MILDLY_IMPORTANT"
"208416609935699968"	"Evelyngey9353"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208426831458738176"	"DanSchrempf"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Good comments"	"UNIMPORTANT"
"208440551048093696"	"Maggi_queen"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"IQ street view project"	"MILDLY_IMPORTANT"
"208443034055098372"	"natlinsurance"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"For sale"	"MILDLY_IMPORTANT"
"208447278678159360"	"DemasAgil"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Promotion"	"MILDLY_IMPORTANT"
"208448323068239872"	"infomobilindo"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Promotion"	"MILDLY_IMPORTANT"
"208452123103477760"	"marthabruce"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208458691408691201"	"infomobilindo"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Promotion"	"MILDLY_IMPORTANT"
"208468468301959168"	"Mayaud0734"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208474311005179904"	"chivotw"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Centers"	"MILDLY_IMPORTANT"
"208487502053507073"	"maxi24us"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"For sale"	"MILDLY_IMPORTANT"
"208491625079517184"	"Mayaud0734"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208494523347767296"	"LocateAnyAuto"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208497916514549761"	"Bobbibch8744"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208498117853712384"	"larayacristi"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Sales increase"	"MILDLY_IMPORTANT"
"208499173778128896"	"Dries"	"RL2013D01E005"	"RELATED"	"NEUTRAL"	"Curiosities"	"UNIMPORTANT"
"208506720379609088"	"Roseannqlq9950"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208508653941174273"	"Janessadh31092"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208510272942510080"	"Sofiadm76938"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208514769248985090"	"lorraineferre"	"RL2013D01E005"	"RELATED"	"NEUTRAL"	"Repair"	"MILDLY_IMPORTANT"
"208520469303918592"	"Irmaqud48415"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208521077477998593"	"ClubCelicas"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Toyota Prius"	"MILDLY_IMPORTANT"
"208527805158391809"	"buscaml"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Car parts, accessories and merchandising"	"MILDLY_IMPORTANT"
"208536869040951296"	"n97mi"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Toyota Prius"	"MILDLY_IMPORTANT"
"208544199061155840"	"Toyota_Hybrid"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Toyota Hybrid"	"MILDLY_IMPORTANT"
"208545698038288384"	"ThePointFM"	"RL2013D01E005"	"RELATED"	"POSITIVE"	"Contests"	"MILDLY_IMPORTANT"
"208560420045332480"	"Blake_escorcia"	"RL2013D01E005"	"RELATED"	"NEUTRAL"	"Funny comments"	"UNIMPORTANT"
