"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"206184356300066817"	"reecemastin"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"Coldplay Fans"	"UNIMPORTANT"
"206672079708372992"	"JayTheWanted"	"RL2013D04E164"	"RELATED"	"NEUTRAL"	"Quotations Songs"	"UNIMPORTANT"
"207487765938581504"	"RitaOra"	"RL2013D04E164"	"RELATED"	"NEUTRAL"	"Comments about concerts"	"UNIMPORTANT"
"207592971271540736"	"coldplay"	"RL2013D04E164"	"RELATED"	"POSITIVE"	" @Coldplay"	"UNIMPORTANT"
"208219021210955776"	"coldplaymexico"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"News about albums-songs"	"UNIMPORTANT"
"208267118851006464"	"coldplay"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"Concerts "	"MILDLY_IMPORTANT"
"208319599870087172"	"Caroline_xx"	"RL2013D04E164"	"RELATED"	"NEUTRAL"	"Comments about Coldplay"	"UNIMPORTANT"
"208324956029857793"	"T2Tollefsen"	"RL2013D04E164"	"RELATED"	"NEUTRAL"	"Listening to Coldplay"	"UNIMPORTANT"
"208327514538512384"	"asiansnax"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"Concerts "	"MILDLY_IMPORTANT"
"208327654359830528"	"rosmensucks"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"Listening to Coldplay"	"UNIMPORTANT"
"208327657568477184"	"AnthonyDaly86"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"Fans go to the concerts"	"UNIMPORTANT"
"208329267770167297"	"sophiemmac"	"RL2013D04E164"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208336876216655872"	"AlexandraRooney"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"Fans go to the concerts"	"UNIMPORTANT"
"208337991897333760"	"hrsyofgrmnghst"	"RL2013D04E164"	"RELATED"	"NEGATIVE"	"Coldplay Fans"	"UNIMPORTANT"
"208338696561369089"	"_thejealous"	"RL2013D04E164"	"RELATED"	"POSITIVE"	"Coldplay Fans"	"UNIMPORTANT"
