"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"103439396644196352"	"SeanINCypress"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Jokes"	"UNIMPORTANT"
"115844021175336960"	"YisuVZ"	"RL2013D01E008"	"RELATED"	"POSITIVE"	"User Photos"	"UNIMPORTANT"
"203495136519401472"	"ShooterMcGavin_"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"205092023794020352"	"CNNNewsUSA"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Jokes"	"UNIMPORTANT"
"208114896074838017"	"MglobalMarketin"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Marketing"	"MILDLY_IMPORTANT"
"208416513475084289"	"menesssuicide"	"RL2013D01E008"	"RELATED"	"POSITIVE"	"User Photos"	"UNIMPORTANT"
"208423543132782592"	"motorireland"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Management Board"	"MILDLY_IMPORTANT"
"208451036782919680"	"lisovszki"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Advertising"	"MILDLY_IMPORTANT"
"208490257728016384"	"VeroVPcoxi"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208495307657461763"	"tigredemontes"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Marketing"	"MILDLY_IMPORTANT"
"208545127629717504"	"efuwywu"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Vintage Ads"	"UNIMPORTANT"
"208561435050115073"	"sell_your_car"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"For Sale"	"UNIMPORTANT"
"208574789735038977"	"jaimeveliz86"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Jokes"	"UNIMPORTANT"
"208582915595055104"	"Pajaropolitico"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Mujica"	"UNIMPORTANT"
"208606269332922369"	"mikomonik"	"RL2013D01E008"	"RELATED"	"POSITIVE"	"VW Surf Trips"	"MILDLY_IMPORTANT"
"208609677968293888"	"chattanoogaday"	"RL2013D01E008"	"RELATED"	"POSITIVE"	"Sales"	"MILDLY_IMPORTANT"
"208647611245268994"	"AndiRalph"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"Marketing"	"MILDLY_IMPORTANT"
"208665915187929088"	"RussianWomenHQ"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"VW Festival Moscow"	"MILDLY_IMPORTANT"
"208681920660389889"	"salvagerepairab"	"RL2013D01E008"	"RELATED"	"POSITIVE"	"Car - Amarok"	"UNIMPORTANT"
"208688673468858368"	"CostaRicaStar"	"RL2013D01E008"	"RELATED"	"NEGATIVE"	"Environment"	"MILDLY_IMPORTANT"
"208754872164691968"	"MohdFarihan"	"RL2013D01E008"	"RELATED"	"NEUTRAL"	"New Model"	"MILDLY_IMPORTANT"
"208806412241997825"	"Autoviva"	"RL2013D01E008"	"RELATED"	"POSITIVE"	"Mileage"	"MILDLY_IMPORTANT"
