"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"203802118539317249"	"EcoNewsRed"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Electric Bicycle"	"MILDLY_IMPORTANT"
"207609749112487936"	"Audi"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Advertising"	"UNIMPORTANT"
"207697894701154304"	"ChiguireBipolar"	"RL2013D01E002"	"RELATED"	"NEGATIVE"	"Audi Products Are Expensive"	"UNIMPORTANT"
"208260745782235136"	"DonMalverde"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"other topics"	"UNIMPORTANT"
"208324201592008706"	"chhcalling"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"other topics"	"UNIMPORTANT"
"208340831453724672"	"alhmnci"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208344254005784576"	"Charles_NFFC"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208393704665399296"	"MirthaEstagrand"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Costumer Experiences"	"MILDLY_IMPORTANT"
"208411270603481088"	"T0nyBlack"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208415309722431488"	"meagansherwoodd"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208420045100040192"	"NoticiasAuto1"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Model Reviews"	"MILDLY_IMPORTANT"
"208443738698170368"	"Tomsargemodel"	"RL2013D01E002"	"RELATED"	"NEGATIVE"	"Costumer Experiences"	"MILDLY_IMPORTANT"
"208449879146631168"	"HairBySeaane"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208481579721428992"	"AAllenSport"	"RL2013D01E002"	"RELATED"	"NEGATIVE"	"Football Sponsorship"	"UNIMPORTANT"
"208485581074870272"	"pacificplace"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Advertising"	"UNIMPORTANT"
"208492266791247872"	"SanchezdeCastro"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Le Mans Sponsorship "	"UNIMPORTANT"
"208493277639483392"	"amitnimade"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Growth in India"	"MILDLY_IMPORTANT"
"208502781902983168"	"BringBackJobs"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Gesture Controls"	"MILDLY_IMPORTANT"
"208504384131301376"	"autonewsalert"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Model Reviews"	"MILDLY_IMPORTANT"
"208506218380144640"	"Andre_Lotterer"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Le Mans Sponsorship "	"UNIMPORTANT"
"208528633067868161"	"audinovirus"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208536610294333440"	"AMJ_88"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208550731207294976"	"Dulcie_C"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208563183240216576"	"DTM_es"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"DTM Sponsorship"	"UNIMPORTANT"
"208565008634875904"	"adamsavett"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Sunroof Leaks Lawsuit"	"MILDLY_IMPORTANT"
"208569442014199809"	"chelseanewfield"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208575641195520000"	"JordyGoldd"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Other Brand Mentions"	"UNIMPORTANT"
"208580447846932481"	"mblelectronics"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208588526072233986"	"Tig3rfilz"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208591877316943872"	"Lorry07"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208602371473944576"	"StarAudiVW"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"For Sale"	"UNIMPORTANT"
"208604971929837568"	"BigGus28"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208604987935309824"	"Audi"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208614010671734784"	"ColinEnglish"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"other topics"	"UNIMPORTANT"
"208616372081672192"	"Duckyfuzz71"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208618064210706432"	"EAmigable"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Audi TT Acceptance"	"UNIMPORTANT"
"208618624389357568"	"jacoblewis147"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208618688725790720"	"Audi"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208624529969381376"	"JeremyBourque"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208632935362985984"	"jmdc88"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Audi R8 Acceptance"	"UNIMPORTANT"
"208634080424763393"	"_MellowMoods"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208654229856976899"	"loobylou_louise"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208655715777249280"	"Audi"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Other Brand Mentions"	"UNIMPORTANT"
"208656998106009600"	"arturozashm"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208659648893562880"	"Bidfactor"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"For Sale"	"UNIMPORTANT"
"208661238543155200"	"JordiLandaverde"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208668880573431808"	"littlelady2009"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208683795484909568"	"wilywhet593"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Model Reviews"	"MILDLY_IMPORTANT"
"208686995738853376"	"PorterAutoGroup"	"RL2013D01E002"	"RELATED"	"NEGATIVE"	"Johan de Nysschen Resign"	"MILDLY_IMPORTANT"
"208688700949925888"	"SeduceN_Destroy"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208692158931271681"	"DonnyBirdd"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208699628990898177"	"I_Am_Audi"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208701956838002688"	"EuroDBgroup"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Electric Cars"	"MILDLY_IMPORTANT"
"208702103630254082"	"K1ngByrd"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208705354207473664"	"mss_popular"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208725313818083328"	"prodigalsam"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208736403029368832"	"rinconet"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208811545629704192"	"wheelsunplugged"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Growth in India"	"MILDLY_IMPORTANT"
"208811990192361472"	"Ernestongch"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208813571457548288"	"Ghose_S"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208820026491412480"	"PIA_romania"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Model Reviews"	"MILDLY_IMPORTANT"
"208839756510007296"	"NooHar"	"RL2013D01E002"	"RELATED"	"NEGATIVE"	"Comparisons Between Brands"	"MILDLY_IMPORTANT"
"208844753943539712"	"Porker46"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208851840304021504"	"SMENewsCompany"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Growth in India"	"MILDLY_IMPORTANT"
"208871427703705600"	"LotProCars"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Finance"	"UNIMPORTANT"
"208880759996555264"	"TheLeadGusher"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"DTM Sponsorship"	"UNIMPORTANT"
"208884153217855488"	"NotYourHOE"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"other topics"	"UNIMPORTANT"
"208908202602016768"	"audispain"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"DTM Sponsorship"	"UNIMPORTANT"
"208922585612816384"	"AudiUptown"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"For Sale"	"UNIMPORTANT"
"208925127348469760"	"sell_your_car"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"For Sale"	"UNIMPORTANT"
"208932245103316992"	"vulcantinman"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Other Brand Mentions"	"UNIMPORTANT"
"208934317076914177"	"wilkas222"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"208944458912382976"	"AUDIPatria"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Football Sponsorship"	"UNIMPORTANT"
"208947994689675264"	"itschurboiconor"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208951513723322369"	"haks21"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208976956396552192"	"montepasto"	"RL2013D01E002"	"UNRELATED"	""	""	""
"208979275808903169"	"MelgesPS"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Races Sponsorship"	"UNIMPORTANT"
"208988889166262273"	"dkcamila"	"RL2013D01E002"	"RELATED"	"NEUTRAL"	"Other Brand Mentions"	"UNIMPORTANT"
"208990319432302592"	"connie_elenaa"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"208998515119099904"	"_LifeOnMars"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Public Brand Acceptance"	"UNIMPORTANT"
"209004877853106178"	"atrlpz"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"DTM Sponsorship"	"UNIMPORTANT"
"209036847324725248"	"OLTV"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Celebrities Driving Audi Cars"	"MILDLY_IMPORTANT"
"209038956560515072"	"tehZacs"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Car Models"	"UNIMPORTANT"
"209065301013311488"	"crystflo"	"RL2013D01E002"	"RELATED"	"POSITIVE"	"Electric Bicycle"	"MILDLY_IMPORTANT"
