"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"196610232108056577"	"Cleo_Ferrari"	"RL2013D01E022"	"UNRELATED"	""	""	""
"203781814752526336"	"AXEMiddleEast"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Importance of Money"	"MILDLY_IMPORTANT"
"204919562242752512"	"daddynez"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Idea of Perfection"	"MILDLY_IMPORTANT"
"207353276503560192"	"TequilaTears"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Idea of Perfection"	"MILDLY_IMPORTANT"
"208117422916509696"	"JaimeELMUNDO"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Stores"	"MILDLY_IMPORTANT"
"208210982831534080"	"mdctv_com"	"RL2013D01E022"	"RELATED"	"NEUTRAL"	"(F1) Promotions"	"UNIMPORTANT"
"208285459049234432"	"alo_oficial"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Stores"	"MILDLY_IMPORTANT"
"208310154742071296"	"HijoDeTweet"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Importance of Money"	"MILDLY_IMPORTANT"
"208317016216576001"	"HarithS96"	"RL2013D01E022"	"UNRELATED"	""	""	""
"208322431029493760"	"BulsaraF1"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Fan blogs"	"UNIMPORTANT"
"208322544292466689"	"mollocam"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Idea of Perfection"	"MILDLY_IMPORTANT"
"208333185245908993"	"gastronfo"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"(F1) Fernando Alonso Performance"	"MILDLY_IMPORTANT"
"208347127124992001"	"PaoMaroun"	"RL2013D01E022"	"UNRELATED"	""	""	""
"208409678462455810"	"RooksUpd0urGang"	"RL2013D01E022"	"UNRELATED"	""	""	""
"208424033857961984"	"Sanguine_scheme"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"(Model) F458 Enzo Italia"	"MILDLY_IMPORTANT"
"208427162829721600"	"Alonso_Watch"	"RL2013D01E022"	"UNRELATED"	""	""	""
"208428129860075520"	"kjohar25"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Ferrari Ki Sawaari (Movie)"	"UNIMPORTANT"
"208431877202255872"	"FayadJenny"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"(Model) Other Car Models"	"MILDLY_IMPORTANT"
"208441628959051776"	"indiaheadline"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Earthquake Emilia Romagna"	"MILDLY_IMPORTANT"
"208447331044036609"	"wespeaknews"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Earthquake Emilia Romagna"	"MILDLY_IMPORTANT"
"208452362191380480"	"BigbenBenelux"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Ferrari Racing Legends (Videogame)"	"MILDLY_IMPORTANT"
"208466609151541248"	"JosephBarron"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Fan blogs"	"UNIMPORTANT"
"208471391908012032"	"_EastsidePeezy"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Want a Ferrari"	"MILDLY_IMPORTANT"
"208481710474665984"	"wgsn"	"RL2013D01E022"	"RELATED"	"NEUTRAL"	"Ferrari's Identity"	"UNIMPORTANT"
"208482150125801472"	"DisneysTSLOD"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Earthquake Emilia Romagna"	"MILDLY_IMPORTANT"
"208497895559798786"	"bele_at"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Idea of Perfection"	"MILDLY_IMPORTANT"
"208500942948143104"	"FTLiveTweets"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Earthquake Emilia Romagna"	"MILDLY_IMPORTANT"
"208515422553767936"	"GuiaOn_Coruna"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"(F1) Promotions"	"UNIMPORTANT"
"208515826192625664"	"MirCruMor"	"RL2013D01E022"	"RELATED"	"NEUTRAL"	"Crashes"	"MILDLY_IMPORTANT"
"208522855879684096"	"JudithTeamo31"	"RL2013D01E022"	"UNRELATED"	""	""	""
"208526072898269184"	"rainbyw996"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Online Product Sales"	"UNIMPORTANT"
"208529201853235200"	"MoreCantarella"	"RL2013D01E022"	"UNRELATED"	""	""	""
"208529952629473280"	"JamesFlyboy"	"RL2013D01E022"	"RELATED"	"NEUTRAL"	"Ferrari Visual Impact"	"MILDLY_IMPORTANT"
"208530766303473665"	"MotorsportsStL"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Earthquake Emilia Romagna"	"MILDLY_IMPORTANT"
"208542824948441088"	"peppe_ferreri"	"RL2013D01E022"	"RELATED"	"NEGATIVE"	"Rivalry With Other Brands"	"MILDLY_IMPORTANT"
"208547786810077184"	"WebsiteDesignP"	"RL2013D01E022"	"RELATED"	"NEUTRAL"	"Unofficial Workshops"	"MILDLY_IMPORTANT"
"208548415959871488"	"Pritamfanclub"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Ferrari Ki Sawaari (Movie)"	"UNIMPORTANT"
"208552188971196416"	"pattyboii"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Idea of Perfection"	"MILDLY_IMPORTANT"
"208557578156916736"	"Samco12"	"RL2013D01E022"	"RELATED"	"POSITIVE"	"Idea of Perfection"	"MILDLY_IMPORTANT"
