"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"132628083625836545"	"losabiatodo"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208349331542118403"	"TommyJoeRatliff"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208406367466291200"	"DanityDaniel"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208409047634944000"	"MartinezJordy31"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208433538146643968"	"izreloaded"	"RL2013D01E043"	"RELATED"	"NEGATIVE"	"other topics"	"UNIMPORTANT"
"208434196660756480"	"Humberto_CruzL"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208441184358637568"	"AlvaroCamposs"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208447697395531776"	"SKPCFanClub"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"Famous people have Jaguar"	"MILDLY_IMPORTANT"
"208448859540701185"	"TeamPriyanka"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"Famous people have Jaguar"	"MILDLY_IMPORTANT"
"208458326474891264"	"NataliePinkham"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"Sports"	"MILDLY_IMPORTANT"
"208468740952690688"	"abideeeen"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208483190334164992"	"donettaazodebos"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"Jaguar parts and accesories for sale"	"MILDLY_IMPORTANT"
"208486076027899904"	"chiojaguar"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208500433369563136"	"sandryenergy"	"RL2013D01E043"	"UNRELATED"	""	""	""
"208537531720024065"	"skywards47"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"Jaguar parts and accesories for sale"	"MILDLY_IMPORTANT"
"208540899737739264"	"redredmond"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"other topics"	"UNIMPORTANT"
"208547786810077184"	"WebsiteDesignP"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"Jaguar repairs"	"MILDLY_IMPORTANT"
"208565526723706880"	"thenextgear"	"RL2013D01E043"	"RELATED"	"POSITIVE"	"Opinion"	"MILDLY_IMPORTANT"
"208568494067957760"	"GarynHarp"	"RL2013D01E043"	"UNRELATED"	""	""	""
