"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"100020523114823680"	"toxicderulo"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Going to NYU"	"UNIMPORTANT"
"100029360504963072"	"_chubcheeks"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Comments about NYU"	"UNIMPORTANT"
"100032606409728000"	"jayrosen_nyu"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Jay Rosen (teacher NYU): reports and opinion"	"MILDLY_IMPORTANT"
"100035913664569344"	"jayrosen_nyu"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Jay Rosen (teacher NYU): reports and opinion"	"MILDLY_IMPORTANT"
"100186172948627456"	"OlayPhilippines"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Researchers at the NYU"	"MILDLY_IMPORTANT"
"100259408583458816"	"NYUWelcomeWeek"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"NYU News"	"UNIMPORTANT"
"100349297140318209"	"jayrosen_nyu"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Jay Rosen (teacher NYU): reports and opinion"	"MILDLY_IMPORTANT"
"100379765277593600"	"rulyrullay"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Comments about NYU"	"UNIMPORTANT"
"100609535542177793"	"jayrosen_nyu"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Jay Rosen (teacher NYU): reports and opinion"	"MILDLY_IMPORTANT"
"100614981837537281"	"thatguyAYO_"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"NYU Sports"	"UNIMPORTANT"
"100734154597076994"	"EricScottRadio"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"NYU Teachers: comments"	"UNIMPORTANT"
"100832968217595904"	"vyssual"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Recognition "	"UNIMPORTANT"
"101028733141524480"	"richardtuffin"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Jay Rosen (teacher NYU): reports and opinion"	"MILDLY_IMPORTANT"
"101154442497368065"	"Anime_Tweets"	"RL2013D03E097"	"RELATED"	"NEGATIVE"	"Comments about NYU"	"UNIMPORTANT"
"101334468538810368"	"minustheLIONS"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Going to NYU"	"UNIMPORTANT"
"101381360861716480"	"LanyonTravel"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"NYU Teachers: comments"	"UNIMPORTANT"
"101385395790557185"	"GabrielleHaug"	"RL2013D03E097"	"RELATED"	"NEGATIVE"	"NYU News"	"UNIMPORTANT"
"101439897214267392"	"BVLGARI_JADE"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Going to NYU"	"UNIMPORTANT"
"101472226267758592"	"xwanwan"	"RL2013D03E097"	"UNRELATED"	""	""	""
"101732981953142784"	"TheFastestProf"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Places in the NYU"	"UNIMPORTANT"
"101796169151287297"	"alexeivee"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"NYU students"	"UNIMPORTANT"
"101798663281590272"	"jayrosen_nyu"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Jay Rosen (teacher NYU): reports and opinion"	"MILDLY_IMPORTANT"
"101800757724061697"	"JannaMc"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Answers to @jayrosen_nyu"	"MILDLY_IMPORTANT"
"101831602635685890"	"CptnZackSparrow"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Going to NYU"	"UNIMPORTANT"
"101868277604696065"	"jsb"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Answers to @jayrosen_nyu"	"MILDLY_IMPORTANT"
"101872048279793664"	"noahWG"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Answers to @jayrosen_nyu"	"MILDLY_IMPORTANT"
"102145516913180672"	"jaosullivanx"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Jay Rosen (teacher NYU): reports and opinion"	"MILDLY_IMPORTANT"
"102228090196987904"	"Regan_Hofmann"	"RL2013D03E097"	"RELATED"	"NEUTRAL"	"Comments about NYU"	"UNIMPORTANT"
"102425505155919872"	"SpikeLee"	"RL2013D03E097"	"RELATED"	"POSITIVE"	"Ex-students NYU: comments"	"UNIMPORTANT"
