"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"100000210121535488"	"1clevercupcake"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100092409282703360"	"Amandahgnkiss"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100183220158595072"	"Qof31Lafond"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100184960798961664"	"Ragarhem"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"Goldman Sachs is Government/King"	"MILDLY_IMPORTANT"
"100219857412427777"	"ConciergeQ"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100222042665783296"	"wxSACHSHARBOUR"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100223560978677761"	"AmyResnick"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100240178819514368"	"BanksTrader"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Recommendations - Buy/neutral/sell"	"UNIMPORTANT"
"100263390093651968"	"InjusticeFacts"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"Bonuses - High"	"ALERT"
"100337281151406080"	"WmRandomWard"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100338270998765569"	"company2keepinc"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100346412155404288"	"Jayalay"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100355500243304448"	"dabeeeenster"	"RL2013D02E076"	"RELATED"	"NEUTRAL"	"Other topics - Undefined"	"UNIMPORTANT"
"100377609396948993"	"redostoneage"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Forecast - US (GDP)"	"MILDLY_IMPORTANT"
"100446681178447873"	"sachinanwesh"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Forecast - Countries & Europe"	"MILDLY_IMPORTANT"
"100447155143184385"	"JoyCash"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"Joahn Paulson cooked up with GS"	"UNIMPORTANT"
"100448564576141312"	"jairajp"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Forecast - Countries & Europe"	"MILDLY_IMPORTANT"
"100500355678355456"	"time_perjer"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Forecast - Stocks - Commodities & Materials"	"MILDLY_IMPORTANT"
"100547091264311296"	"BrianINC"	"RL2013D02E076"	"RELATED"	"NEUTRAL"	"GS & Warren Buffet"	"MILDLY_IMPORTANT"
"100581104418963456"	"RANsquawk"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Forecast - Stocks - Commodities & Materials"	"MILDLY_IMPORTANT"
"100598288482451456"	"KatieAnnieOakly"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"GS cachet"	"MILDLY_IMPORTANT"
"100626100920664064"	"ggeko"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Forecast - Stocks - Commodities & Materials"	"MILDLY_IMPORTANT"
"100639130979024897"	"jamesdoleman"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"Stocks - GS"	"MILDLY_IMPORTANT"
"100640948354170880"	"WSJ"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"Stocks - GS"	"MILDLY_IMPORTANT"
"100644002226913282"	"joshjordaan"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"Stocks - GS"	"MILDLY_IMPORTANT"
"100697244721872896"	"D_CUM"	"RL2013D02E076"	"RELATED"	"NEGATIVE"	"Link GS & Treasure"	"MILDLY_IMPORTANT"
"100814244634836992"	"iamnicolepink"	"RL2013D02E076"	"UNRELATED"	""	""	""
"100819865182543872"	"keladilip"	"RL2013D02E076"	"RELATED"	"POSITIVE"	"Forecast - Countries & Europe"	"MILDLY_IMPORTANT"
