"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"166390925369683968"	"juliaahardy"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"other topics"	"UNIMPORTANT"
"172020188848455681"	"xproudofbritney"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"173307000858480641"	"Squawkmob"	"RL2013D04E207"	"RELATED"	"POSITIVE"	"Other artists play Britney큦 songs"	"MILDLY_IMPORTANT"
"206985631820292096"	"ArmyOfSelly"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"207623564499763201"	"supitsmario"	"RL2013D04E207"	"UNRELATED"	""	""	""
"207923828381323265"	"ThisIsBeckie"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"Other artists and Britney"	"MILDLY_IMPORTANT"
"207980381293645824"	"Lord_Voldemort7"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"Song: Oops I did it again "	"MILDLY_IMPORTANT"
"208303152167010304"	"HitMeBrit"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Songs of Britney Spears"	"MILDLY_IMPORTANT"
"208317423030517761"	"sjkish"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208317980889718785"	"PrettyMixeddB"	"RL2013D04E207"	"RELATED"	"POSITIVE"	"People ask Britney follow them"	"UNIMPORTANT"
"208320276906262529"	"JoyMMoody"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Valuation of Britney큦 music & performance"	"MILDLY_IMPORTANT"
"208331968872579073"	"hibertflores"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Songs of Britney Spears"	"MILDLY_IMPORTANT"
"208332480607031296"	"toppahgnedo7"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Jokes with song oops I did it again"	"UNIMPORTANT"
"208335743750373376"	"queenhannahh"	"RL2013D04E207"	"RELATED"	"POSITIVE"	"Compliments for Britney Spears"	"MILDLY_IMPORTANT"
"208338352628441089"	"benmcguinness"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208346267275898880"	"OthaFlagg"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"It's All About Money "	"ALERT"
"208346442119655425"	"SondraSpearz"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208406984003817472"	"TheNightHoch"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208407529259155456"	"Ash10Owens"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208430522446258176"	"l_passarelli"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Privacy of Britney Spears"	"UNIMPORTANT"
"208431986249961472"	"l_passarelli"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Privacy of Britney Spears"	"UNIMPORTANT"
"208434645442891776"	"endlessxdark"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"Videoclips"	"MILDLY_IMPORTANT"
"208436333075632129"	"oznema"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Songs of Britney Spears"	"MILDLY_IMPORTANT"
"208447157051719680"	"tonybalogna"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"Britney Spears� bad decisions"	"MILDLY_IMPORTANT"
"208450650915348480"	"bernzohbernz"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208456984310202368"	"HilalIhsan"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"It's All About Money "	"ALERT"
"208459911082950656"	"My_Nigga_Yvonne"	"RL2013D04E207"	"RELATED"	"POSITIVE"	"Valuation of Britney큦 music & performance"	"MILDLY_IMPORTANT"
"208467059032592385"	"rakesh0612"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"Britney suffers ADHD"	"MILDLY_IMPORTANT"
"208469424624246785"	"Manisha_BRITfan"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208474013180235777"	"RobFatale"	"RL2013D04E207"	"RELATED"	"POSITIVE"	"other topics"	"UNIMPORTANT"
"208487845759954944"	"BunnyJeanSpears"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"Privacy of Britney Spears"	"UNIMPORTANT"
"208488327932940289"	"edward_spears"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208509354415104001"	"KishansMind"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"Britney Spears� crazy days"	"MILDLY_IMPORTANT"
"208516971271168000"	"sebastianmatth"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208525892538998785"	"Karentjong"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208529432544161792"	"guhovyvyxat"	"RL2013D04E207"	"UNRELATED"	""	""	""
"208534667039748097"	"Madtzoo"	"RL2013D04E207"	"RELATED"	"POSITIVE"	"Listening Britney큦 music"	"MILDLY_IMPORTANT"
"208535501702049792"	"gagapic4"	"RL2013D04E207"	"RELATED"	"NEUTRAL"	"X factor tv"	"MILDLY_IMPORTANT"
"208539297534586880"	"OthaFlagg"	"RL2013D04E207"	"RELATED"	"NEGATIVE"	"It's All About Money "	"ALERT"
"208539456930721792"	"alla1809"	"RL2013D04E207"	"RELATED"	"POSITIVE"	"Valuation of Britney큦 music & performance"	"MILDLY_IMPORTANT"
"208541872916926464"	"Britney_Lace"	"RL2013D04E207"	"UNRELATED"	""	""	""
