"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"176252482547224577"	"Malik_Mob"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"The Wanted VS One Direction"	"UNIMPORTANT"
"206208290248601600"	"HoroscopoTW_"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Love/Like"	"MILDLY_IMPORTANT"
"206846090711011328"	"RetweetTheSongs"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"Preferences"	"MILDLY_IMPORTANT"
"206850021193293825"	"DesnudosyFamoso"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"The Wanted VS One Direction"	"UNIMPORTANT"
"207233122167820290"	"iminthewanted"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"Group members"	"MILDLY_IMPORTANT"
"207555610315718656"	"HajraIrfan96"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"Reflexion about songs"	"UNIMPORTANT"
"207602926225596416"	"RetweetTheSongs"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Glad you came"""	"MILDLY_IMPORTANT"
"208088578759208961"	"SykesMyHero"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"See the musicians"	"MILDLY_IMPORTANT"
"208282503260286977"	"LivTheWanted"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"Huge fan"	"MILDLY_IMPORTANT"
"208299247546806272"	"NialIHoranCrew"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"The Wanted VS One Direction"	"UNIMPORTANT"
"208319198978506752"	"UpToDate1D"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"The Wanted VS One Direction"	"UNIMPORTANT"
"208322498159316992"	"donza30"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208324228938874880"	"aguywithnolife"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Glad you came"""	"MILDLY_IMPORTANT"
"208327027999248386"	"iamashleygrace"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"See a concert"	"MILDLY_IMPORTANT"
"208329779466878976"	"chantelchua"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Group members"	"MILDLY_IMPORTANT"
"208415297110159360"	"raihanaaaosman"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Glad you came"""	"MILDLY_IMPORTANT"
"208418392535875586"	"ZainuriHD"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Chasing the sun"""	"MILDLY_IMPORTANT"
"208427091513978881"	"Rugbynerd"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Love/Like"	"MILDLY_IMPORTANT"
"208443533173063681"	"Tomthesnail"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"Preferences"	"MILDLY_IMPORTANT"
"208446393688391680"	"PrissyPeggySue"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"TWMums"	"MILDLY_IMPORTANT"
"208470510948986880"	"ohaxxx"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Glad you came"""	"MILDLY_IMPORTANT"
"208474308262109184"	"_jessyox"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Listen to Youtube"	"MILDLY_IMPORTANT"
"208497190895751168"	"katethewanted"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Huge fan"	"MILDLY_IMPORTANT"
"208513401914269696"	"PlanetaCafe"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Glad you came"""	"MILDLY_IMPORTANT"
"208523250106515456"	"NicoleeLaing"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Songs"	"MILDLY_IMPORTANT"
"208536889991503872"	"modifiedy"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Fansite"	"MILDLY_IMPORTANT"
"208538483818627072"	"_leeannneee"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Band item"	"UNIMPORTANT"
"208543537191587840"	"1DCuteFact"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Collaboration with OD"	"UNIMPORTANT"
"208548451242356737"	"DianaHany_"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Love/Like"	"MILDLY_IMPORTANT"
"208555881703538688"	"1DCuteFact"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"The Wanted VS One Direction"	"UNIMPORTANT"
"208563684170145793"	"UpToDate1D"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"Listen to Youtube"	"MILDLY_IMPORTANT"
"208565021180051458"	"efiepotter37"	"RL2013D04E161"	"UNRELATED"	""	""	""
"208572319285788673"	"erinsutherland"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"Song ""Chasing the sun"""	"MILDLY_IMPORTANT"
"208576373785239553"	"SivaKaneswaran_"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"Love/Like"	"MILDLY_IMPORTANT"
"208578669462040576"	"EsmeRmro"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Love/Like"	"MILDLY_IMPORTANT"
"208584575033679874"	"Greyson_Bucks"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Songs"	"MILDLY_IMPORTANT"
"208589041975820288"	"caatrinxo"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"The Wanted VS One Direction"	"UNIMPORTANT"
"208589503370248192"	"RobstenSingle"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Love/Like"	"MILDLY_IMPORTANT"
"208591038468726785"	"ushuaiaescobarr"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Love/Like"	"MILDLY_IMPORTANT"
"208599435465326592"	"kathrynhxx"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208600635040481280"	"Sashaking20"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"other topics"	"UNIMPORTANT"
"208601394188521473"	"iOnlyKidrauhl"	"RL2013D04E161"	"RELATED"	"NEUTRAL"	"Preferences"	"MILDLY_IMPORTANT"
"208607442374901761"	"1D_Indonesian"	"RL2013D04E161"	"RELATED"	"NEGATIVE"	"The Wanted VS One Direction"	"UNIMPORTANT"
"208624299295256576"	"IRep_IDGAF"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Glad you came"""	"MILDLY_IMPORTANT"
"208627109466353664"	"miguelenriquev1"	"RL2013D04E161"	"RELATED"	"POSITIVE"	"Song ""Glad you came"""	"MILDLY_IMPORTANT"
