"tweet_id"	"author"	"entity_id"	"filtering"	"polarity"	"topic"	"topic_priority"
"200332636625973248"	"LeverageAcademy"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Debt"	"MILDLY_IMPORTANT"
"206065503658188800"	"el_pais"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Debt"	"MILDLY_IMPORTANT"
"206310038141280256"	"abarceloh25"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Financial Bubble"	"UNIMPORTANT"
"206439709470240768"	"aabella"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Financial Bubble"	"UNIMPORTANT"
"206534646282977280"	"julia_otero"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Financial Bubble"	"UNIMPORTANT"
"207010486863151106"	"democraciareal"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Financial Bubble"	"UNIMPORTANT"
"207028851065356288"	"IsaiasLafuente"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Financial Bubble"	"UNIMPORTANT"
"207412686860992512"	"MarainoRajoy"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Ironic Criticism"	"UNIMPORTANT"
"207784976048062465"	"Catalinaragon"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Critiscism to Head Bankia"	"MILDLY_IMPORTANT"
"207959428564140032"	"pablofarfan"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Critiscism to Head Bankia"	"MILDLY_IMPORTANT"
"208088539869626368"	"bernabeferrer"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Purchase company stocks"	"UNIMPORTANT"
"208106489116762112"	"Nostrianamus"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Ironic Criticism"	"UNIMPORTANT"
"208194139425226752"	"sinlavenia"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Financial Bubble"	"UNIMPORTANT"
"208203330349043712"	"CapitandeGondor"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Ironic Criticism"	"UNIMPORTANT"
"208227338889080834"	"twrboleta"	"RL2013D02E068"	"RELATED"	"NEGATIVE"	"Financial Bubble"	"UNIMPORTANT"
