"tweet_id"	"author"	"entity_id"	"tweet_url"	"language"	"timestamp"	"urls"	"extended_urls"	"md5_extended_urls"	"is_near_duplicate_of"
"176252482547224577"	"Malik_Mob"	"RL2013D04E161"	"https://twitter.com/Malik_Mob/status/176252482547224577"	"EN"	"1330856841"	""	""	""	"-1"
"206208290248601600"	"HoroscopoTW_"	"RL2013D04E161"	"https://twitter.com/HoroscopoTW_/status/206208290248601600"	"EN"	"1337998862"	""	""	""	"-1"
"206846090711011328"	"RetweetTheSongs"	"RL2013D04E161"	"https://twitter.com/RetweetTheSongs/status/206846090711011328"	"EN"	"1338150925"	""	""	""	"-1"
"206850021193293825"	"DesnudosyFamoso"	"RL2013D04E161"	"https://twitter.com/DesnudosyFamoso/status/206850021193293825"	"ES"	"1338151863"	"pic.twitter.com/cmxOTd81"	"pic.twitter.com/cmxOTd81"	"bf1a3f40334e720f43e0095c0df37743"	"-1"
"207233122167820290"	"iminthewanted"	"RL2013D04E161"	"https://twitter.com/iminthewanted/status/207233122167820290"	"EN"	"1338243201"	""	""	""	"-1"
"207555610315718656"	"HajraIrfan96"	"RL2013D04E161"	"https://twitter.com/HajraIrfan96/status/207555610315718656"	"EN"	"1338320088"	""	""	""	"-1"
"207602926225596416"	"RetweetTheSongs"	"RL2013D04E161"	"https://twitter.com/RetweetTheSongs/status/207602926225596416"	"EN"	"1338331369"	""	""	""	"-1"
"208088578759208961"	"SykesMyHero"	"RL2013D04E161"	"https://twitter.com/SykesMyHero/status/208088578759208961"	"EN"	"1338447157"	""	""	""	"-1"
"208282503260286977"	"LivTheWanted"	"RL2013D04E161"	"https://twitter.com/LivTheWanted/status/208282503260286977"	"EN"	"1338493393"	"pic.twitter.com/qA8eJ9Pe"	"pic.twitter.com/qA8eJ9Pe"	"c245951f36e49a825246cfa42be1be2b"	"-1"
"208299247546806272"	"NialIHoranCrew"	"RL2013D04E161"	"https://twitter.com/NialIHoranCrew/status/208299247546806272"	"EN"	"1338497385"	""	""	""	"-1"
"208319198978506752"	"UpToDate1D"	"RL2013D04E161"	"https://twitter.com/UpToDate1D/status/208319198978506752"	"EN"	"1338502142"	""	""	""	"-1"
"208322498159316992"	"donza30"	"RL2013D04E161"	"https://twitter.com/donza30/status/208322498159316992"	"EN"	"1338502928"	""	""	""	"-1"
"208324228938874880"	"aguywithnolife"	"RL2013D04E161"	"https://twitter.com/aguywithnolife/status/208324228938874880"	"EN"	"1338503341"	""	""	""	"-1"
"208327027999248386"	"iamashleygrace"	"RL2013D04E161"	"https://twitter.com/iamashleygrace/status/208327027999248386"	"EN"	"1338504008"	""	""	""	"-1"
"208329779466878976"	"chantelchua"	"RL2013D04E161"	"https://twitter.com/chantelchua/status/208329779466878976"	"EN"	"1338504664"	"http://www.allkpop.com/2012/05/the-wanteds-jay-mcguiness-praises-2ne1-via-twitter"	"http://www.allkpop.com/2012/05/the-wanteds-jay-mcguiness-praises-2ne1-via-twitter"	"e3cc81eb2427d85e1d72558b49147784"	"-1"
"208415297110159360"	"raihanaaaosman"	"RL2013D04E161"	"https://twitter.com/raihanaaaosman/status/208415297110159360"	"EN"	"1338525053"	""	""	""	"-1"
"208418392535875586"	"ZainuriHD"	"RL2013D04E161"	"https://twitter.com/ZainuriHD/status/208418392535875586"	"EN"	"1338525791"	""	""	""	"-1"
"208427091513978881"	"Rugbynerd"	"RL2013D04E161"	"https://twitter.com/Rugbynerd/status/208427091513978881"	"EN"	"1338527865"	""	""	""	"-1"
"208443533173063681"	"Tomthesnail"	"RL2013D04E161"	"https://twitter.com/Tomthesnail/status/208443533173063681"	"EN"	"1338531785"	""	""	""	"-1"
"208446393688391680"	"PrissyPeggySue"	"RL2013D04E161"	"https://twitter.com/PrissyPeggySue/status/208446393688391680"	"EN"	"1338532467"	""	""	""	"-1"
"208470510948986880"	"ohaxxx"	"RL2013D04E161"	"https://twitter.com/ohaxxx/status/208470510948986880"	"EN"	"1338538217"	""	""	""	"-1"
"208474308262109184"	"_jessyox"	"RL2013D04E161"	"https://twitter.com/_jessyox/status/208474308262109184"	"EN"	"1338539123"	"http://www.youtube.com/watch?feature=player_embedded&v=6P6EXoEafWU"	"http://www.youtube.com/watch?feature=player_embedded&v=6P6EXoEafWU"	"0a28f11b05eb41d5f24bd7c893b3199f"	"-1"
"208497190895751168"	"katethewanted"	"RL2013D04E161"	"https://twitter.com/katethewanted/status/208497190895751168"	"EN"	"1338544578"	""	""	""	"-1"
"208513401914269696"	"PlanetaCafe"	"RL2013D04E161"	"https://twitter.com/PlanetaCafe/status/208513401914269696"	"EN"	"1338548443"	""	""	""	"-1"
"208523250106515456"	"NicoleeLaing"	"RL2013D04E161"	"https://twitter.com/NicoleeLaing/status/208523250106515456"	"EN"	"1338550791"	""	""	""	"-1"
"208536889991503872"	"modifiedy"	"RL2013D04E161"	"https://twitter.com/modifiedy/status/208536889991503872"	"EN"	"1338554043"	"http://thewantedbr.com"	"http://thewantedbr.com"	"45da52a87bf37b3eb1a215e454141eca"	"-1"
"208538483818627072"	"_leeannneee"	"RL2013D04E161"	"https://twitter.com/_leeannneee/status/208538483818627072"	"EN"	"1338554423"	""	""	""	"-1"
"208543537191587840"	"1DCuteFact"	"RL2013D04E161"	"https://twitter.com/1DCuteFact/status/208543537191587840"	"EN"	"1338555628"	""	""	""	"-1"
"208548451242356737"	"DianaHany_"	"RL2013D04E161"	"https://twitter.com/DianaHany_/status/208548451242356737"	"EN"	"1338556800"	""	""	""	"-1"
"208555881703538688"	"1DCuteFact"	"RL2013D04E161"	"https://twitter.com/1DCuteFact/status/208555881703538688"	"EN"	"1338558571"	"http://twitpic.com/9rlx17"	"http://twitpic.com/9rlx17"	"6089771bdd052e1170eb00aac9713553"	"-1"
