"tweet_id"	"author"	"entity_id"	"tweet_url"	"language"	"timestamp"	"urls"	"extended_urls"	"md5_extended_urls"	"is_near_duplicate_of"
"187018071393841152"	"KanyeQuote"	"RL2013D01E003"	"https://twitter.com/KanyeQuote/status/187018071393841152"	"EN"	"1333423557"	""	""	""	"-1"
"207359367014653952"	"k_kadenlife"	"RL2013D01E003"	"https://twitter.com/k_kadenlife/status/207359367014653952"	"EN"	"1338273300"	"http://tinyurl.com/86uzpq5"	"http://www.kaiteki-kadenlife.com/international/international-english/491202.html"	"296a07bafbc59ecf1dd1332bd680abe8"	"-1"
"208326294008635394"	"FindAnyBoat"	"RL2013D01E003"	"https://twitter.com/FindAnyBoat/status/208326294008635394"	"EN"	"1338503833"	"http://bit.ly/Lb0Elo"	"http://bit.ly/Lb0Elo"	"9cb551d10c1fdc655376eadcb5327a80"	"-1"
"208347215188594688"	"worldcarfanscom"	"RL2013D01E003"	"https://twitter.com/worldcarfanscom/status/208347215188594688"	"EN"	"1338508821"	"http://bit.ly/LLHMZ1"	"http://www.worldcarfans.com/112053144914/2015-volvo-xc90-comes-into-focus---rumors?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+worldcarfans%2FJxfz+%28WorldCarFans.com%29"	"176c4adf702c37c9e727933359ebd013"	"-1"
"208415724958515200"	"kyle_khanh"	"RL2013D01E003"	"https://twitter.com/kyle_khanh/status/208415724958515200"	"EN"	"1338525155"	"http://instagr.am/p/LUWPv3RkP_/"	"http://instagr.am/p/LUWPv3RkP_/"	"69c80968f7735876728380f8d8ed16c1"	"-1"
"208424516223909890"	"Qualityoneautop"	"RL2013D01E003"	"https://twitter.com/Qualityoneautop/status/208424516223909890"	"EN"	"1338527251"	"http://ping.fm/GsAen"	"https://seesmic.com/profile/migrate"	"a11e092c860158a71d4c0f203fad40a4"	"-1"
"208442955919396864"	"Covell_on_Volvo"	"RL2013D01E003"	"https://twitter.com/Covell_on_Volvo/status/208442955919396864"	"EN"	"1338531648"	"http://fb.me/CRTjJBKx"	"http://www.telegraph.co.uk/sport/othersports/sailing/volvo-ocean-race/9304537/Volvo-Ocean-Race-Abu-Dhabi-squeeze-out-Groupama-in-epic-leg-to-hand-Britains-Ian-Walker-first-win.html"	"45b9c11470ba009f0bd3dc3dd4b9820c"	"-1"
"208492354880020480"	"Danzoxa"	"RL2013D01E003"	"https://twitter.com/Danzoxa/status/208492354880020480"	"EN"	"1338543425"	"http://news.discovery.com/autos/volvo-self-driving-car-120530.html"	"http://news.discovery.com/autos/drive/volvo-self-driving-car-120530.htm"	"754257438000748707e52b2bd90a5987"	"-1"
"208494728860282882"	"autocars"	"RL2013D01E003"	"https://twitter.com/autocars/status/208494728860282882"	"EN"	"1338543991"	"http://bit.ly/LNl56T"	"http://bit.ly/LNl56T"	"ee2eff4b68a4b1c8578753d13e4940b6"	"-1"
"208514693743120385"	"ototrack"	"RL2013D01E003"	"https://twitter.com/ototrack/status/208514693743120385"	"EN"	"1338548751"	"http://youtu.be/Sh0mZwlz93M"	"http://www.youtube.com/watch?v=Sh0mZwlz93M&feature=youtu.be"	"d8da1d9a0232b00f720d3d69eaa581d7"	"-1"
