"tweet_id"	"author"	"entity_id"	"tweet_url"	"language"	"timestamp"	"urls"	"extended_urls"	"md5_extended_urls"	"is_near_duplicate_of"
"166390925369683968"	"juliaahardy"	"RL2013D04E207"	"https://twitter.com/juliaahardy/status/166390925369683968"	"EN"	"1328505662"	""	""	""	"-1"
"172020188848455681"	"xproudofbritney"	"RL2013D04E207"	"https://twitter.com/xproudofbritney/status/172020188848455681"	"EN"	"1329847783"	""	""	""	"-1"
"173307000858480641"	"Squawkmob"	"RL2013D04E207"	"https://twitter.com/Squawkmob/status/173307000858480641"	"EN"	"1330154583"	""	""	""	"-1"
"206985631820292096"	"ArmyOfSelly"	"RL2013D04E207"	"https://twitter.com/ArmyOfSelly/status/206985631820292096"	"EN"	"1338184194"	""	""	""	"-1"
"207623564499763201"	"supitsmario"	"RL2013D04E207"	"https://twitter.com/supitsmario/status/207623564499763201"	"EN"	"1338336289"	""	""	""	"-1"
"207923828381323265"	"ThisIsBeckie"	"RL2013D04E207"	"https://twitter.com/ThisIsBeckie/status/207923828381323265"	"EN"	"1338407800"	""	""	""	"-1"
"207980381293645824"	"Lord_Voldemort7"	"RL2013D04E207"	"https://twitter.com/Lord_Voldemort7/status/207980381293645824"	"EN"	"1338421361"	""	""	""	"-1"
"208303152167010304"	"HitMeBrit"	"RL2013D04E207"	"https://twitter.com/HitMeBrit/status/208303152167010304"	"EN"	"1338498316"	""	""	""	"-1"
"208317423030517761"	"sjkish"	"RL2013D04E207"	"https://twitter.com/sjkish/status/208317423030517761"	"EN"	"1338501718"	""	""	""	"-1"
"208317980889718785"	"PrettyMixeddB"	"RL2013D04E207"	"https://twitter.com/PrettyMixeddB/status/208317980889718785"	"EN"	"1338501851"	""	""	""	"-1"
"208320276906262529"	"JoyMMoody"	"RL2013D04E207"	"https://twitter.com/JoyMMoody/status/208320276906262529"	"EN"	"1338502399"	""	""	""	"-1"
"208331968872579073"	"hibertflores"	"RL2013D04E207"	"https://twitter.com/hibertflores/status/208331968872579073"	"EN"	"1338505186"	""	""	""	"-1"
"208332480607031296"	"toppahgnedo7"	"RL2013D04E207"	"https://twitter.com/toppahgnedo7/status/208332480607031296"	"EN"	"1338505308"	""	""	""	"-1"
"208335743750373376"	"queenhannahh"	"RL2013D04E207"	"https://twitter.com/queenhannahh/status/208335743750373376"	"EN"	"1338506086"	""	""	""	"-1"
"208338352628441089"	"benmcguinness"	"RL2013D04E207"	"https://twitter.com/benmcguinness/status/208338352628441089"	"EN"	"1338506708"	""	""	""	"-1"
"208346267275898880"	"OthaFlagg"	"RL2013D04E207"	"https://twitter.com/OthaFlagg/status/208346267275898880"	"EN"	"1338508595"	"http://www.tmz.com/2012/05/29/britney-spears-x-factor-jennifer-lopez-american-idol-salary-money/"	"http://www.tmz.com/2012/05/29/britney-spears-x-factor-jennifer-lopez-american-idol-salary-money/"	"72b3a090181c1c2444c82e2ce52e851a"	"-1"
"208346442119655425"	"SondraSpearz"	"RL2013D04E207"	"https://twitter.com/SondraSpearz/status/208346442119655425"	"EN"	"1338508637"	""	""	""	"-1"
"208406984003817472"	"TheNightHoch"	"RL2013D04E207"	"https://twitter.com/TheNightHoch/status/208406984003817472"	"EN"	"1338523071"	""	""	""	"-1"
"208407529259155456"	"Ash10Owens"	"RL2013D04E207"	"https://twitter.com/Ash10Owens/status/208407529259155456"	"EN"	"1338523201"	""	""	""	"-1"
"208430522446258176"	"l_passarelli"	"RL2013D04E207"	"https://twitter.com/l_passarelli/status/208430522446258176"	"EN"	"1338528683"	""	""	""	"-1"
"208431986249961472"	"l_passarelli"	"RL2013D04E207"	"https://twitter.com/l_passarelli/status/208431986249961472"	"EN"	"1338529032"	""	""	""	"-1"
"208434645442891776"	"endlessxdark"	"RL2013D04E207"	"https://twitter.com/endlessxdark/status/208434645442891776"	"ES"	"1338529666"	""	""	""	"-1"
