"tweet_id","text","author","language","likes","retweets","media","timestamp"
"208433667436052480","Aftereffects: Zombie Therapy by Zane Bradey http://t.co/8Gu5urNC via @amazon RT #99Cents #Amazon #Kindle #Ebook #Psychological #Thriller #RT","BradleySalters","EN",0,1,"no url","2012-06-01 05:43:53"
"208588781933174784","Acid Drip by Tomyam via #soundcloud http://t.co/MGVf9T0K OH YAH psy-fi biatches","Silky303","ES",0,0,"no url","2012-06-01 16:00:15"
"208605712568418304","¿Grosero yo? no es cierto, pendejos.","meapodanmeleck","ES",0,0,"no url","2012-06-01 17:07:32"
"208691286511861760","#FF  @kerrystott @RobinWood @TarotDude @Amythyst_Raine @CosmicFaery @Mr_laluna @PunkRockPsychic @DigiX101 @Constantine319 @Gary_Ormond_Psy","TarotByMichael","ES",0,0,"no url","2012-06-01 22:47:34"
"208947394916790273","@psy_alvarez q vulgar aunq se malinterpreta x lo largo y cafe hahaha","alejopernillo","ES",0,0,"no url","2012-06-02 15:45:15"
"209017108456157184","Tuna Talks: 2012 Second Half Outlook: European Debt Crisis Catalyst: 2012 Second Half Outlook: Introduction: Psy... http://t.co/GOmDiahC","FutureTenseBlog","EN",0,0,"no url","2012-06-02 20:22:16"
"209039065620807680","My UV-blacklight &amp; glow-in-the-dark psy art on Tripleview Art eBay Store http://t.co/wBfcyeNi","triplethree","EN",0,0,"no url","2012-06-02 21:49:31"
"209062495011348480","'Canadian Psycho' suspect accused of harassing prime minister - Times of India: http://t.co/4MZ1cgzn'Canadian Psy... http://t.co/PyfLW6cQ","aliena143","EN",0,0,"no url","2012-06-02 23:22:37"
"209254669652996096","PSY SUNDAYS live now on Jacks TV from @cosmofestival http://t.co/xi52xNzo #livetv","JacksHouseTV","EN",0,0,"no url","2012-06-03 12:06:15"
"209306209226997760","Oke ;) RT @Psy_Cko: Really? Ok, I'm understand but if you need someone callme!! =Dkǻ«kǻ«kǻ=D RT @iamdhid: Sorry I can't told u on twitter","iamdhid","EN",0,0,"no url","2012-06-03 15:31:03"
"209314690130649088","@AmberlyRaye @trinitycapetown no no ... Thank u!!! One for the books ;) see you at our next massive #LAB #Labyrinth #psy #BOOM","LabyrinthLIVE","EN",1,1,"no url","2012-06-03 16:04:45"
"209425059058688000","@psy_ober de nada igualmente buen domingo informaremos de nuestras nuevas promociones por este medio.","LasPecosas","ES",0,0,"no url","2012-06-03 23:23:19"
"209460132734697474","Awkward Season 2 is trending! Why because you @MTVAwkward fans are amazing. Let's keep it going, y'all. RT if you're psyched.","MTVAwkward","EN",26,302,"no url","2012-06-04 01:42:41"
"209511553974796289","@psy_alvarez @ivanpineda3 explicame xq no podías 0te","vchajon","ES",0,0,"no url","2012-06-04 05:07:01"
"209606447816904704","Aftereffects: Zombie Therapy by Zane Bradey http://t.co/8Gu5urNC via @amazon RT #99Cents #Amazon #Kindle #Ebook #Psychological #Thriller #RT","BradleySalters","EN",0,1,"no url","2012-06-04 11:24:06"
"209636328030212098","Aftereffects: Zombie Therapy by Zane Bradey http://t.co/8Gu5urNC via @amazon RT #99Cents #Amazon #Kindle #Ebook #Psychological #Thriller #RT","BradleySalters","EN",0,4,"no url","2012-06-04 13:22:50"
"209698673830006784","@FCBayernUpdate @Alghanim_A Most important is to reach agreement with City, and I think that is about to be finalised, or its already done.","psy_net","EN",0,5,"no url","2012-06-04 17:30:34"
"209810163241197568","@zykco_kevinED no seaaaaas PENDEJO! El PSYCHODELICK es un estilo de musica pendejo -.- no seas mamon yo no soy PSY pendejo-.-","CarlosDuranAC","ES",0,0,"no url","2012-06-05 00:53:35"
"209933459005771778","http://t.co/uJ3pwKqm :: Track Of The Day: Stinkahbell, Psy:Am - Hot Poo feat. P Money, Little Dee, and Blacks: Du... http://t.co/YCF7gRvd","EYEKONBPM","EN",0,0,"no url","2012-06-05 09:03:31"
"210041114214928384","@ALONEPRDZ @psy_chotik You know wiki rules right? Other users can use comment section and edit pages accordingly.","Sneakerpedia","EN",0,0,"no url","2012-06-05 16:11:18"
"210108185326010370","Psy-zone cayo por falta de pago, pero el dia de mañana se restablece disculpen las molestias","psy_zone","ES",0,0,"no url","2012-06-05 20:37:49"
"210157866877845504","I know I'm sick when @diradio Goa/Psy stream is too much for my head. Luckily they have Space Dreams too. A good stream's always available.","vsync","EN",0,0,"no url","2012-06-05 23:55:14"
"210190690104258560","GET MORE FOLLOWERS MY BEST FRIENDS? I WILL FOLLOW YOU BACK IF YOU FOLLOW ME -  RT, tell your friends @MamaJones1 @PsychoticTeam","PsychoticTeam","EN",0,7,"no url","2012-06-06 02:05:40"
"210247008387215361","RT""@MrCPT: Morning @kjz2110 sending you coffee with 2 sugars and some banging psy trance vibrations, study hard today Kay x""","kjz2110","EN",0,0,"no url","2012-06-06 05:49:27"
"210439166260023296","@yaehznator LOL I do the same thig in my personality psy class","cpluusk","EN",0,0,"no url","2012-06-06 18:33:01"
