"tweet_id","text","author","language","likes","retweets","media","timestamp"
"100011928985939969","Deal Alert - Martin Yale Intimus 3000CC Shredder. from Clary Business Machines. See This Deal at http://bit.ly/o257Qw","TheSavingsTote","EN",0,0,"no url","2011-08-07 01:14:36"
"100068686307667968","Scaling Colorado's Mount Yale tests climbers physically, mentally (Post Gazette) http://dlvr.it/f9Smf","TweetVacationHQ","EN",0,0,"no url","2011-08-07 05:00:08"
"100248525501247488","@iMsO_AIRLINE at my momma restaurant on Yale right there in the hood .","pottiebabiee","EN",0,0,"no url","2011-08-07 16:54:45"
"100506340987904000","The Martyr And The Dumbass: In this particular story, the Martyr and the Dumbass are the same Yale sporting, ""Ka... http://bit.ly/nxy6VL","bigbrothrgossip","EN",0,0,"no url","2011-08-08 09:59:13"
"100577669288177665","""Yale Raises Nearly $4 billion in Campaign"" on thefiscaltimes.com http://t.co/Tv0IU36","paulha8","EN",0,0,"no url","2011-08-08 14:42:39"
"100976635683143680","In muddle over markets chaos(like me)? Yale economist Robert Shiller is offering free online course on financial markets http://t.co/qzVxysK","sarahrainey4","EN",5,5,"no url","2011-08-09 17:08:00"
"101008606379515904","RT @wherewelive: Today's show ""The #Fracking Debate,"" Rod Powell from @YankeeGas and Ken Gillingham from @Yale http://t.co/tZZopST","Yale","EN",0,1,"no url","2011-08-09 19:15:03"
"101026737659453440","Yale's Chris Blohm '07 will wear #47 as a rookie TE for the SF #49ers. Catch his 1st game this Fri 8/12 at 5pm on KPIX Ch 5.","StIgnatius","EN",0,4,"no url","2011-08-09 20:27:05"
"101034189926842368","William Jefferson Clinton: Graduated Georgetown University (1968), Yale University Law School (1973) August 10, 1993 Ruth Bader Ginsberg","spellsofmagic","EN",0,0,"no url","2011-08-09 20:56:42"
"101330190365499392","Yale Environment: New Trees Will Rejuvenate Declining Forests in U.S. Midwest, Study Says http://bit.ly/q9GxX8 #environment","Recycle_Phones","EN",0,0,"no url","2011-08-10 16:32:54"
"101343394869161984","HLS alum Harry H. Wellington '52  and former Dean of Yale Law died of a brain tumor on Monday: http://nyti.ms/nfnwdA","hlrecord","EN",2,1,"no url","2011-08-10 17:25:22"
"101397437624758272","Using Data To Determine The Most Effective Use Of Your $50 Donation: Yale economist Dean Karlan may be best know... http://bit.ly/n4zULu","dgtl_mktg_spk","EN",0,0,"no url","2011-08-10 21:00:07"
"101408682545389569","head out to Grove Central this Friday nite and catch us LIVE ... 3421 Main Hwy ... getting rowdy for the What's Good?s last show before Yale","Llamabeats","EN",0,0,"no url","2011-08-10 21:44:48"
"101535820284043264","Foundations of Modern Social Theory video lectures by Yale: This course provides an overview of m... http://bit.ly/qSndUr #OnlineCourses","video_lectures","EN",0,0,"no url","2011-08-11 06:10:00"
"101636387136212992","Thiamin try tilt torture thistle Tibetan. Recoil rather ruin resist Rayne. Ember eradicate exotic excellent. Yours yo-yo Yemen Yen Yale!$TCT","treyliltoetee","EN",0,0,"no url","2011-08-11 12:49:37"
"101670180656128000","Yale is a renowned school in the US but in Singapore, it's just a brand for keys.. #funfacts as I was keeping my keys.. Lolol..","Fordsterrr","EN",0,0,"no url","2011-08-11 15:03:54"
"101674068738187265","CYBEX is giving away tickets to the New Haven Open at Yale! Click here and enter to win your tickets now! http://fb.me/13KG3ZQ7C","cybex","EN",0,0,"no url","2011-08-11 15:19:21"
"101685372416835584","Doctors, doctors everywhere... (@ Yale Children's Hospital) http://4sq.com/r0NZCH","Nanneralamode","EN",0,0,"no url","2011-08-11 16:04:16"
"101691768722038784","Three world premieres  for their six slots at Yale Rep coming up. (Not to mention 2 new cool adaptations)  Damn impressive","ShowRiz","EN",0,0,"no url","2011-08-11 16:29:41"
"101720537453178882","For God, for Country, for Yale http://picplz.com/79mg","natedogreimer","EN",0,0,"no url","2011-08-11 18:24:00"
"101827181826670592","llego la socia Yale, monica andaba desesperada porque no te encontraba @yale_mm02 @gazapita @caraquista007  claro q si bellas y superflacas","xiomybeatriz","ES",0,0,"no url","2011-08-12 01:27:46"
"101922770006446080","Reading From Efficient Market Theory to Behavioral Finance by Yale Prof. Robert Shiller 2002 Paper on Scribd http://scr.bi/mTK1uW #readcast","scribdbooks","EN",0,0,"no url","2011-08-12 07:47:36"
"101977388237336576","I'm at East Side Fitness (1865 Springfield Ave, Yale, Maplewood) w/ 2 others http://4sq.com/o0ENCC","ThatIsSuch","EN",0,0,"no url","2011-08-12 11:24:38"
"102040879744827393","RT @_Auwel_: Doctor, Can You Prescribe Me Some Mozart? | Yale Journal of Medicine & Law: http://t.co/Av8qbBT  #musictherapy","CIMusicResearch","EN",0,3,"no url","2011-08-12 15:36:56"
"102073035128967168","Harvard N Yale could be the new #Frankel , interesting... Look forward to seeing","_tips4punters_","EN",0,0,"no url","2011-08-12 17:44:42"
"102073160966479872","Non-Injury accident at 4200 S YALE AVE ;SB. http://t.co/gUgqG4L","tulsata","EN",0,0,"no url","2011-08-12 17:45:12"
"102097555059515392","New “Imagineer of the Week”: Yale Gracey, the one that created the (effect of the) ""999 grim, grinning ghosts"": http://t.co/WXGq2Vr","designingdisney","EN",0,4,"no url","2011-08-12 19:22:08"
"102139015750356992","@AdrienneSaia  Princeton, Yale, and maybe but probably not Antero #FullMoon","kawiracer14","EN",0,0,"no url","2011-08-12 22:06:53"
"102280145703931905","@jesssayz says shes going to marry a 'very successful man, say she graduated from Yale, &always stand like this.'  http://t.co/kYXUWx8","iamkinsey","EN",0,0,"no url","2011-08-13 07:27:41"
"102476791435898881","Yale University: West Papuan people suffered a history of massacres perpetrated by the Indonesian Government. #Genocide http://t.co/xfERoW4","PurePapua","EN",0,4,"no url","2011-08-13 20:29:05"
"102761655968083970","@Jess_Yale me to :( me n taaffe are hitting nandos in abit to sort ourselves out  xx","Woofio01","EN",0,0,"no url","2011-08-14 15:21:02"
"102837820338618368","The Mutual Fund Industry Is A Huge Scam That Costs Investors Billions Of Dollars A Year:  Yale's legendary inves... http://t.co/FgTbZuf","Bkgoogreader","EN",0,0,"no url","2011-08-14 20:23:41"
"103037389525626880","RT @GG_quotes: Serena: Not everyone wants to go to Yale because not everyone wants to be Blair Waldorf. Blair: (cont) http://t.co/9NSWiam","suesheeme","EN",0,0,"no url","2011-08-15 09:36:42"
"103090344115191810","Free online college classes from Harvard, Yale, Stanford, UCLA & more. www.OpenCulture.com/freeonlinecourses http://t.co/jaZ2DZY","WendyEnelow","EN",0,3,"no url","2011-08-15 13:07:08"
"103159884186525697","Just done a gain entry to wooden door in #richmond after lady had lost her keys to the mortice and yale lock.....#locksmith","MJSLocksmiths","EN",0,0,"no url","2011-08-15 17:43:27"
"103243027857948672","Perry on differences between he and Bush: ""Daddy didn't buy me into Yale."" #GOP http://t.co/mBAXgx6","McLeanSix","EN",0,0,"no url","2011-08-15 23:13:50"
"103253844959563776","@ItsRoophiezBruh ima wear some ripped light jean capris and a white red blue , yale university shirt and white vans !(:","shteffffie","EN",0,0,"no url","2011-08-15 23:56:49"
"103276091547987969","@LewisFranck You would like @AdamRichman. Impossible not to, and he's smarter than you realize at first glance. Went to Yale!","OneMenz","EN",1,0,"no url","2011-08-16 01:25:13"
"103460909359439872","Yale Law School podcasts: http://t.co/Kpow6Y4","arkansaswestlaw","EN",0,0,"no url","2011-08-16 13:39:37"
"103534901080498177","Death | Yale Video Course: http://t.co/KWFdXI3 #death","GerriMurphy","EN",0,0,"no url","2011-08-16 18:33:38"
"103943922040057858","#Yale disputes #OSHA report that found the university at fault in fatal lab accident http://t.co/PjZB9O3 #NHV","nhregister","EN",0,1,"no url","2011-08-17 21:38:56"
"103957307586650112","RT @kyuoqout: Howling at the Moon fundraiser@The Yale Hotel Sept.1@5pm-9pm for first Nation women's healing Lodge... http://t.co/OSAVK29","UBCIC","EN",1,1,"no url","2011-08-17 22:32:08"
"103975038750961664","@MavSlade and I saw bumper stickers on a car from yale, brown, and sju....... Smh at sju","AmyZhangx3","EN",0,0,"no url","2011-08-17 23:42:35"
"103996995932397568","Scratch a Yale man with both hands and you'll be lucky to find a coast-guard. Usually you find nothing at all. - F. Scott Fitzgerald","Iceburner","EN",0,0,"no url","2011-08-18 01:09:50"
"103998879187480576","Yale notifies 43,000 that their Social Security Numbers were exposed http://t.co/oZqTcoR","amarshall_ASI","EN",0,0,"no url","2011-08-18 01:17:19"
"104138096521658368","@ConservatoryG I'll do a post about the Yale doors, might wake people up to this problem.","glazingblogger","EN",0,0,"no url","2011-08-18 10:30:31"
"104182765863444480","I admire a politician such as @CoryBooker who grew up in an upper middle class home, attended Stanford and Yale law school, and could easily","syedmahmood","EN",0,0,"no url","2011-08-18 13:28:01"
"104183399220121600","Yo tambien T Xtraño @Yale_Oficial !!! Monito Day!!! ;D","Man_Fatale","ES",0,0,"no url","2011-08-18 13:30:32"
"104210221764849664","Sept 9th 6:00 - 9:00, The Yale,Van BC Benefit for the Horn of Africa Drought Relief, thru the Red Cross. 3 bands, door prizes, 50/50 draw.","CorpoDolce","EN",0,0,"no url","2011-08-18 15:17:07"
"104213476557336578","Go Barnard @barnardalumnae! Love this piece on the first tenured female professor at Yale School of Art http://ow.ly/66l5P","sixfigurestart","EN",0,0,"no url","2011-08-18 15:30:03"
"104223100656291840","Yale notifies 43,000 that their Social Security Numbers were exposed: http://t.co/ud56r4F #databreach","idexperts","EN",1,4,"no url","2011-08-18 16:08:18"
"104346154975764481","http://t.co/MZpFQR6 Aetna Invites Families to Play at the New Haven Open at Yale health & fitness :P","Veolabxxnu","EN",0,0,"no url","2011-08-19 00:17:16"
"104370821681782784","http://t.co/m46roRd Yale and Army will square off in 2014 as part of 100-year celebration of Yale Bowl","marwhitop","EN",0,0,"no url","2011-08-19 01:55:17"
"104422302581665792","Oh man, I am reminded of high school with all these associates bickering. Yale seems is looking better each moment :P #suits","SuitsFans","EN",0,0,"no url","2011-08-19 05:19:51"
"104694768768008193","bookmarked bookmarked bookmarked New Forum Post: Yale motorcycle in current issue of AIM: I enjoyed the article... http://t.co/NAkz2vA","ClassicAmIron","EN",0,0,"no url","2011-08-19 23:22:32"
"104782652011315201","#GodBlessAmerica RT @_MrsCam Cheney flunked out of Yale 2x ? ","LearnUSumthing","EN",0,0,"no url","2011-08-20 05:11:45"
"104920632281673733","Absolutely fantastic Yale course on death by Shelly Kagan, free in its entirety on YouTube http://j.mp/qQ10ib","brainpicker","EN",79,22,"no url","2011-08-20 14:20:02"
"104939065979318272","Reviewing the Martin Yale CDS200 CD Tray Liner Slitter & Perforator http://t.co/5zpx3Ht #Cut","SpiralBinding","EN",0,0,"no url","2011-08-20 15:33:17"
"104974805664665601","Yale Law School fostered major movements in the law of outer space. I guess someone had to tackle that frontier.","katie_p","EN",0,0,"no url","2011-08-20 17:55:18"
"104990228124672000","A man has recently told the Yale Daily news that a suspect is about to be apprehended in the Greater new Haven area.","SJP2000000","EN",0,0,"no url","2011-08-20 18:56:35"
"105018778718453760","RT @brainpicker: The American Novel Since 1945 – a free class from Yale, available on YouTube http://j.mp/qXBEKa","cinnamon_carter","EN",0,0,"no url","2011-08-20 20:50:02"
"105042719822454786","Open #Yale Cources. http://t.co/ft7oXc3 Provides free and open access to a selection of introductory courses  at Yale University.","melinozturk","EN",1,0,"no url","2011-08-20 22:25:10"
"105158251913551872","Georges in Yale town!","Delishious69","EN",0,0,"no url","2011-08-21 06:04:15"
"105298509435113472","I'm at Sony Ericsson Tennis Hotspot (Pilot Pen Tennis, 45 Yale Ave, New Haven, CT) http://t.co/UntMOJl","BangManee","EN",0,0,"no url","2011-08-21 15:21:35"
"105433050132905985","Great Organ Music at Yale 2011-12 http://t.co/RJsXJpi","pipeorgancds","EN",0,0,"no url","2011-08-22 00:16:12"
"105487831950045185","@lawgurl So if I Googled ""DexC"" would I find out you're part of some weird law-student cult, like Yale's Skull and Bones?","matador1015","EN",0,0,"no url","2011-08-22 03:53:53"
"105688843965038592","You: #7: Yale Locks P117 Ventilation Window Lock White Finish:  http://t.co/CktEEQz","gofer1617","EN",0,0,"no url","2011-08-22 17:12:38"
"105728266207375361","im at my future husbands house , but he's away at yale right now ):","kourtKISSES","EN",0,0,"no url","2011-08-22 19:49:17"
"105753743064170496","Yale University: Harvard is always giving Yale noogies and telling it to stop hitting itself in the face.","Disalmanac","EN",16,3,"no url","2011-08-22 21:30:31"
"105770369406865408","H-P and Bank of America Present 'Shocking Parallel': Yale Dean http://t.co/LwWKpmD","CNBC","EN",1,18,"no url","2011-08-22 22:36:35"
"105859954774257664","New at DIY Tools UK: Yale Locks Replacement Keys for 8001 Security Bolts Reviews http://t.co/Fll2eax","DIYTools_UK","EN",0,0,"no url","2011-08-23 04:32:34"
"105948890821427200","Search News: Yale warns 43000 about 10-month-long data breach http://t.co/0zJFchW","exorbyte","EN",0,0,"no url","2011-08-23 10:25:58"
"106027693409185792","http://t.co/ujnEho0 Yale university admits staff and student personal information exposed on Google","selenapolhemuw","EN",0,0,"no url","2011-08-23 15:39:06"
"106043023586107393","Open courses are the new thing. Now Yale has it http://t.co/AFp7QkP #onlinecourses","BookRenter","EN",0,0,"no url","2011-08-23 16:40:01"
"106063978324688897","ConsumerReports.org Yale: Personal data of 43,000 students and faculty leaked: 						Yale: Personal da... http://t.co/XMn0KA5","Ad_Reviews1","EN",0,0,"no url","2011-08-23 18:03:17"
"106077127459356672","Is God Necessary For Morality? (Shelly Kagan vs. William Lane Craig) Part 4: This is a 2009 debate between Yale ... http://t.co/BVXaaBj","Yale4ever","EN",0,0,"no url","2011-08-23 18:55:32"
"106097893462646784","Yale Cleaners, Corporate Office - Tulsa - Broken Arrow adjoining http://t.co/aNoGGRl","okhtp3198","EN",0,0,"no url","2011-08-23 20:18:03"
"106101165007183872","@vivianl124 lol ohh! the cousin i visited in CT got a scholarship to Yale thats why he lives there. But Yay ViViAn you so smarty!","ItzHayley","EN",0,0,"no url","2011-08-23 20:31:03"
"106125131277021184","Uhmm, DC was established in 1790?! That's only one year before #Yale was founded in 1701. Little baby! Lol #unionstationfact","jbella2024","EN",0,0,"no url","2011-08-23 22:06:17"
"106369407541968896","The end is near for the traditional notebook: ""Going Paperless"" at the Yale School of Medicine. http://j.mp/oBXqnb","MetropolisMag","EN",1,15,"no url","2011-08-24 14:16:57"
"106377745826721792","@Yale University reports 10-month-long #data breach: http://t.co/sMB6xUx","TrustedID","EN",0,0,"no url","2011-08-24 14:50:05"
"106388776833654784","Yale warns 43,000 about 10-month-long data breach: DHS Infrastructure Updates August 24th http://t.co/pkff3ql #cybersecurity","EnclaveSecurity","EN",0,0,"no url","2011-08-24 15:33:55"
"106436239590293505","Why did Yale have personal info on unprotected server? Answers needed. http://j.mp/oxIntm","gracels","EN",0,0,"no url","2011-08-24 18:42:31"
"106521433039044608","Yale Social Security Numbers Exposed In Latest Case Of 'Google Hacking' - Huffington Post http://t.co/GjCl8yW #InfoSec","SecMash","EN",0,0,"no url","2011-08-25 00:21:03"
"106568221750067200","@madformunro and dolly j at Yale together?","xomicaelababbyx","EN",0,0,"no url","2011-08-25 03:26:58"
"106578023817551873","#security Yale Gets Google Dorked http://t.co/KX0nOJc #infosec","DiPakod","EN",0,0,"no url","2011-08-25 04:05:55"
"106669669389303808","#Battery at 21 W Yale St. #orlpol","orlpol32804","EN",0,0,"no url","2011-08-25 10:10:05"
"106775383508131840","Hackers Use Google to Uncover Social Security Numbers of 43,000 Yale Students http://t.co/A3uwIZQ  via @theblaze","theblaze","EN",0,10,"no url","2011-08-25 17:10:09"
"106782437442461696","New orchestra guy at work has me thinking of old Yale Bands jokes. ""Sit down, D Minus!""","coreopsismajor","EN",0,0,"no url","2011-08-25 17:38:11"
"106796995846471680","The Yale and Brown campuses are gorgeous! Day well spent.","nbreeser","EN",0,0,"no url","2011-08-25 18:36:02"
"106811986674851840","@Wycliffe_USA trip made by Yale student included recording of HIV AIDS materials with a Christian message. http://t.co/DjqKEuR","cbobcreson","EN",0,1,"no url","2011-08-25 19:35:36"
